pos_x,pos_y,pos_z
0.0443949,1.45975e-05,-0.152183
0.299178,0.0149881,-0.617502
0.55046,0.060823,-1.07711
0.795364,0.136923,-1.5319
1.03109,0.242493,-1.98282
1.25487,0.376543,-2.43083
1.46374,0.537979,-2.87696
1.65397,0.725868,-3.32241
1.82092,0.938685,-3.76879
1.95849,1.17359,-4.21834
2.05614,1.42606,-4.6749
2.10092,1.66224,-5.14927
2.10258,1.85802,-5.64403
2.08109,2.01557,-6.1533
2.05766,2.13658,-6.67097
2.04526,2.22892,-7.19185
2.06461,2.28348,-7.7123
2.14428,2.28334,-8.22824
2.24193,2.27113,-8.74193
2.42149,2.18657,-9.24907
2.64069,2.07186,-9.752
