isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000698843,0.000584339,0.0159948,1.89829e-05,2.06194e-05,2.4991e-05,72.246,118.98
1,0,0.000674805,0.000636406,-0.0544874,1.80386e-05,1.74863e-05,2.33361e-05,91.2727,121.331
1,0,0.000639771,0.000634734,-0.0407208,2.96373e-05,3.39296e-05,6.66267e-05,19.169,29.6352
1,0,0.000760161,0.000611873,0.0318828,4.9858e-05,4.74526e-05,0.000107142,12.7503,20.338
1,0,0.000715444,0.000621573,0.0755587,3.8605e-05,3.81018e-05,4.54113e-05,22.5707,37.6996
1,0,0.000740463,0.000554981,0.0362978,4.46823e-05,8.05012e-05,5.77904e-05,12.0048,16.3083
1,0,0.000664703,0.000714015,-0.0115847,6.26065e-05,6.40725e-05,9.44235e-05,22.3236,33.8082
1,0,0.000768741,0.00066113,-0.0381551,7.83813e-05,7.72349e-05,0.000235083,10.9104,12.5429
1,0,0.000635092,0.000456097,-0.0198177,8.07588e-05,6.71948e-05,7.72907e-05,7.82429,11.9096
1,0,0.000686757,0.00064169,-0.0103113,9.61308e-05,8.02716e-05,0.000163024,10.226,12.2582
1,0,0.000748358,0.000452373,0.0392958,9.0618e-05,0.000113329,0.000158372,15.7178,15.7227
1,0,0.000678255,0.00064881,-0.0145658,8.02873e-05,9.54796e-05,0.000110187,8.03304,14.5895
1,0,0.000930327,0.000755396,0.0839916,0.000120318,9.86402e-05,0.000130109,12.6441,14.3686
1,0,0.000804507,0.000408697,0.0453319,0.00010571,0.000171516,0.000150654,3.62713,6.76707
1,0,0.000441308,0.00080678,-0.0604452,0.000234764,0.000158622,0.000247577,6.47136,4.6582
1,0,0.000601679,0.0010351,0.0123495,0.00026455,0.000161219,0.000626924,0.0782318,0.940869
1,0,0.000831804,0.000655925,0.0258871,0.000215952,0.000209607,0.000166429,0.105992,0.940102
