et,eta,theta,phi
77.3086,-0.26275,1.83057,-1.8259
48.5151,-2.21958,2.92513,1.0735
34.436,-0.686781,2.2092,3.0735
30.8346,-1.77799,2.8068,-0.815344
32.9736,-0.0872983,1.65798,1.78001
29.1686,-1.62306,2.75201,2.20181
28.9718,0.214981,1.35745,-0.759406
24.591,-2.70735,3.00836,1.88408
23.6492,-2.75853,3.01499,-1.76678
23.0391,-3.46153,3.07885,-0.0526606
21.8885,1.07569,0.657379,1.67528
20.6541,-0.920785,2.38367,-0.0603076
19.4682,-4.34227,3.11558,2.83418
18.2814,2.11741,0.239534,0.169233
16.302,3.37372,0.0684973,0.365377
17.6132,0.711153,0.912969,-2.79738
14.84,-3.57137,3.08537,-0.946299
12.7733,-3.9804,3.10424,1.53114
12.8669,1.81435,0.323048,-2.00433
12.5971,3.71309,0.0487943,-0.818788
11.6825,3.2033,0.081211,2.33585
11.3303,3.47728,0.0617633,-2.95065
11.3484,-0.982899,2.42541,-2.42833
10.4084,-4.63316,3.12215,0.0357132
10.5131,1.25593,0.554926,-0.724981
10.0822,-3.58174,3.08595,-2.7793
9.07077,-1.13333,2.51863,1.00149
8.78817,2.00485,0.267751,3.06084
9.44672,0.143589,1.4277,0.553018
8.01942,4.41317,0.0242323,-1.41876
7.77741,-4.23345,3.11259,-1.77829
6.96214,-1.87048,2.8359,-2.22748
6.81772,1.13888,0.619727,2.54805
6.38445,2.21737,0.216936,2.12438
5.90952,-4.18545,3.11116,0.81359
5.98801,0.761038,0.874099,-1.70202
5.59728,-2.05989,2.88802,0.172721
5.72389,1.08264,0.653144,0.433048
5.40406,4.63602,0.0193919,-2.7767
5.35143,3.07619,0.0922038,-1.83633
5.33112,2.28,0.20386,1.0918
4.71389,-4.73211,3.12398,-1.05624
4.4274,-4.84094,3.12579,-2.55544
4.3864,4.40624,0.0244007,1.73075
3.86491,3.29827,0.0738603,1.44553
