pos_1_x,pos_1_y,pos_1_z,dir_1_x,dir_1_y,dir_1_z,pos_2_x,pos_2_y,pos_2_z,dir_2_x,dir_2_y,dir_2_z
0.00074203,0.00056972,0.0436747,-0.941864,-0.281309,0.791185,-0.518094,-1.16523,1.21518,0.416406,-0.845597,0.761873
0.000714671,0.000657153,0.0464039,-0.978224,-0.321908,-0.453864,-0.558195,-1.14656,-0.580758,0.351592,-0.931799,-0.438466
0.000737777,0.000585583,-0.0312237,-0.873857,-0.554591,0.693536,-1.24382,0.281242,0.909536,-0.523901,0.855942,0.664733
0.000724675,0.000612508,0.0215056,-1.20105,-0.966473,-4.64462,-0.500012,-0.909099,-3.16813,-0.183286,-1.45822,-4.40187
0.000775192,0.000562226,0.0465894,-0.860088,-0.843728,-0.354439,-1.26611,-0.152125,-0.3579,-1.01361,0.608222,-0.348783
0.000767756,0.000574794,-0.00194722,-0.733461,-0.90931,0.0692519,0.0062829,-1.27521,0.0806396,0.729717,-0.884854,0.0686447
0.000798604,0.000568299,0.021439,-0.387238,-0.68651,-0.57735,-1.25928,0.200979,-1.18716,-0.138673,0.746202,-0.557086
0.000663416,0.000623871,0.0463162,-0.187788,-0.758554,-1.27637,-1.26664,-0.147691,-2.66018,-0.336634,0.659177,-1.23817
0.000643498,0.000619912,0.0215676,-0.127922,-0.903468,-0.715088,-1.11815,-0.613136,-1.11441,-0.80947,0.366485,-0.681045
0.000657036,0.000619431,0.0218205,-0.155909,-0.965018,0.848273,0.820258,-0.976404,1.28458,0.935162,-0.00152087,0.820866
0.00069936,0.000611601,-0.00207207,-0.293904,-2.62123,-2.72711,0.214495,-1.25706,-1.33887,1.13135,-2.35255,-2.70125
0.000711061,0.000609387,-0.00203896,-1.49686,-29.4402,-34.9421,-0.0325841,-1.27481,-1.51457,-0.0447071,-29.3453,-34.7862
0.000701833,0.00060899,-0.00202899,-0.216167,-14.6648,-16.9288,0.0449957,-1.27443,-1.47593,1.22926,-14.5869,-16.9078
0.000679409,0.000606664,-0.00204224,0.0391969,-0.918533,0.64229,-0.993223,-0.799809,1.03491,-0.85943,0.232529,0.624344
0.000728251,0.00060864,-0.00206309,-0.00686475,-12.4473,-14.0285,-0.0744047,-1.27305,-1.44126,-1.44886,-12.3101,-13.9749
0.000934571,0.000614078,0.0436888,0.0347609,-1.0311,-0.26543,0.938313,-0.863575,-0.319612,1.0085,0.0544961,-0.258867
0.000714015,0.000605899,0.0517653,0.106142,-1.79365,-3.44677,0.586501,-1.13234,-2.46666,1.36482,-1.09627,-3.35913
