et,eta,theta,phi
106.768,-0.404035,1.96427,-0.321649
57.3576,-2.72119,3.01019,2.3955
46.0428,-0.202947,1.77236,-2.75908
39.5448,-0.0464958,1.61728,1.29455
33.0198,-2.72865,3.01116,-2.92852
33.9486,0.083383,1.48751,-1.19082
31.3693,-3.31202,3.06874,-1.92322
33.6347,0.481131,1.10722,2.3678
29.0404,-1.6486,2.7616,0.882422
27.009,-1.75739,2.79997,-0.0418554
26.0838,-3.44908,3.07806,1.42145
27.0276,-0.962729,2.41207,2.73254
25.7362,3.23536,0.0786517,-0.651393
26.5733,1.00209,0.703671,-0.342644
24.8771,3.76506,0.0463242,-2.59743
24.0579,1.64266,0.382208,1.93544
23.507,0.870829,0.792882,-2.74244
21.9188,1.85808,0.309451,-1.95104
20.5562,3.68274,0.0502971,0.357527
19.9002,2.73394,0.129743,0.863211
20.4223,1.06159,0.666043,0.992043
19.3212,2.85151,0.115386,2.23824
18.9324,-3.88075,3.10033,-0.881003
19.1902,-1.47329,2.69103,-1.38731
15.9256,-3.88736,3.1006,3.00654
15.093,-1.36832,2.64311,-2.62987
14.0343,2.75353,0.127234,-2.78743
13.2963,-2.82985,3.02369,0.504334
12.7096,1.96917,0.277355,0.204538
11.4231,-2.33248,2.94809,1.613
11.2276,-0.326584,1.89173,-1.93671
10.0298,3.31877,0.0723632,-1.56765
9.59711,3.75996,0.0465611,1.5366
9.38013,1.20295,0.583479,-1.23691
9.14348,-4.87813,3.12637,-1.01496
8.9785,4.65942,0.0189433,2.0667
8.65071,4.39002,0.0247998,-0.423624
8.08839,2.04717,0.256778,2.80294
7.71693,-4.0576,3.10702,0.434104
7.92145,-0.61606,2.15122,0.471656
7.42634,-4.20314,3.1117,-1.98845
7.42482,-1.82361,2.82147,2.56135
7.44051,-0.931256,2.39084,1.71898
6.99991,-4.65228,3.12251,1.55587
6.56595,-2.74301,3.01302,-1.23749
6.56162,2.23957,0.212208,-1.07406
6.52421,4.65497,0.0190278,0.87361
6.3867,4.32615,0.0264351,-1.56354
6.31523,3.69651,0.0496099,2.71075
6.1034,-2.64566,2.99991,-0.385535
3.73443,0.298426,1.2767,0.423252
3.36932,2.51913,0.160712,-0.282755
3.32482,-4.83502,3.1257,2.74723
