pos_x,pos_y,pos_z
-0.028107,0.0279424,-0.113942
-0.119047,0.118134,-0.614657
-0.207456,0.211342,-1.11501
-0.293348,0.307507,-1.61502
-0.376753,0.406583,-2.11469
-0.45772,0.508554,-2.61402
-0.536302,0.613452,-3.11299
-0.612515,0.721401,-3.61157
-0.68628,0.832671,-4.10972
-0.757374,0.947737,-4.60735
-0.8252,1.06745,-5.10436
-0.883119,1.19006,-5.60192
-0.928853,1.31263,-6.10095
-0.966359,1.43474,-6.60106
-0.999052,1.55554,-7.10204
-1.0296,1.67435,-7.60371
-1.06357,1.78885,-8.10593
-1.09774,1.90197,-8.60841
-1.13693,2.01153,-9.11108
-1.18135,2.11788,-9.61383
-1.2273,2.22356,-10.1165
