pos_x,pos_y,pos_z
-0.0337094,0.0232686,-0.187451
-0.059003,0.038866,-0.312816
-0.0846468,0.0538783,-0.438148
-0.110626,0.0682981,-0.563453
-0.136926,0.082118,-0.688734
-0.163529,0.0953308,-0.813995
-0.190415,0.107929,-0.939242
-0.217561,0.119905,-1.06448
-0.244936,0.131249,-1.18972
-0.2725,0.141951,-1.31496
-0.300193,0.151994,-1.44023
-0.327995,0.161389,-1.56552
-0.355955,0.170157,-1.69083
-0.384084,0.178301,-1.81615
-0.412383,0.18582,-1.94148
-0.440844,0.192713,-2.06682
-0.469458,0.19898,-2.19218
-0.498212,0.204621,-2.31755
-0.527094,0.209636,-2.44295
-0.556089,0.214026,-2.56837
-0.585182,0.217794,-2.69382
0.00374123,0.0416742,-0.13378
0.023652,0.227532,-0.612554
0.0539985,0.412101,-1.09
0.0947612,0.594834,-1.56628
0.145913,0.775137,-2.04159
0.207431,0.952337,-2.51614
0.279316,1.12563,-2.99017
0.361666,1.29395,-3.46398
0.45478,1.45577,-3.938
0.559063,1.6089,-4.41283
0.675297,1.74978,-4.88942
0.794689,1.87819,-5.36929
0.910252,1.99901,-5.85212
1.02473,2.11389,-6.33692
1.13969,2.22364,-6.82322
1.25229,2.33036,-7.31083
1.34651,2.44423,-7.79929
1.42254,2.56762,-8.28785
1.49466,2.69356,-8.77628
1.54619,2.832,-9.26429
1.59137,2.97489,-9.752
