et,eta,theta,phi
49.5721,-1.92434,2.8517,1.6233
45.6752,-3.36299,3.07236,0.995629
47.3762,-0.0992535,1.66989,1.35762
37.7916,2.98619,0.100874,-1.5646
37.3527,-1.90802,2.84699,-1.75472
39.1358,0.0401757,1.53063,-2.18642
33.083,3.08269,0.0916076,-3.08587
32.6012,-2.41818,2.96389,2.97513
33.1935,-1.22961,2.57264,2.5083
35.2649,-0.349459,1.91335,-0.382641
31.1656,3.06201,0.0935193,1.6783
31.1244,4.17291,0.0308122,-2.60264
31.6424,1.39118,0.487661,0.861814
29.4287,3.08818,0.0911064,0.398951
30.2699,1.42654,0.471353,-2.03666
29.1738,-2.89563,3.03118,-2.38719
29.8308,1.39276,0.486923,-0.32185
26.8624,-3.31157,3.06871,-1.45864
26.4583,-3.08775,3.05045,-0.185022
26.3339,-0.850271,2.33396,-2.89132
25.2286,1.79525,0.329167,3.07365
24.6023,-1.45941,2.68495,-0.322504
24.8896,1.22533,0.571263,1.88241
23.6718,3.87389,0.0415488,-0.270505
23.0587,-4.09727,3.10836,-2.44313
20.8066,-2.9337,3.03529,2.05643
19.1703,4.19251,0.0302144,0.940334
18.8838,2.43596,0.174582,-0.620649
20.0012,-0.726534,2.24074,-1.48491
20.5457,0.0443439,1.52647,2.35635
19.4325,0.722275,0.904198,-1.10569
17.9082,-4.16856,3.11065,-0.537428
17.4228,2.64817,0.141325,2.38206
17.3773,-1.04069,2.46253,1.27877
15.7006,-3.8195,3.09772,2.80339
15.5285,4.70908,0.0180256,2.61638
14.1377,-4.39225,3.11685,0.407505
14.0231,3.97126,0.0376948,-1.43716
14.7461,0.666124,0.949088,3.12745
12.9016,-2.24817,2.93119,0.43471
12.6361,4.74663,0.0173613,-0.577186
11.565,-0.918506,2.38211,0.483274
11.0538,-4.2108,3.11193,1.49262
10.8178,0.424829,1.1582,0.31649
8.50349,-4.48189,3.11897,-1.45952
8.01442,-1.76114,2.80122,-0.998391
7.63862,1.92944,0.288444,-1.44368
5.71899,4.86196,0.0154703,-1.69224
5.52458,4.05091,0.0348095,1.89278
5.06307,-4.82262,3.1255,2.39248
4.80827,-1.68182,2.77373,-2.83344
4.28109,4.99852,0.0134956,1.43727
4.21966,2.31559,0.196778,-2.43426
3.51262,2.17571,0.226088,0.918249
3.34547,-5.10094,3.12941,-0.459205
