pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
0.782707,-1,0.000337958,-0.000853712,-0.385584,2.35061,-2.83074,0
35.6219,1,0.00171264,7.35178e-05,-0.190053,1.03258,-1.80813,0
