et,eta,theta,phi
127.784,-0.945057,2.40021,2.69792
102.739,1.06821,0.661966,-0.605962
52.577,1.08781,0.650009,0.764806
43.9015,-0.967064,2.41495,-2.4425
40.1986,2.52721,0.159424,-1.86685
41.3909,-0.217314,1.78642,1.86509
36.9733,0.00877766,1.56202,-1.24267
31.7557,3.3372,0.0710431,-0.0695531
33.0369,-0.208072,1.77738,-0.0428523
26.9387,-4.79083,3.12498,-2.78858
26.2647,-2.49113,2.97634,-2.10207
25.966,-1.06938,2.48035,-0.60962
23.8602,-3.22611,3.06221,0.70895
26.743,0.151229,1.42014,-2.71865
22.5171,2.0886,0.246466,0.259224
23.3222,-1.1338,2.51891,0.99331
19.2662,-3.48382,3.08023,-2.64475
19.2545,1.29325,0.535574,-2.2082
17.7769,3.6482,0.0520639,-1.99226
17.1157,-2.19199,2.91913,2.75541
16.8384,1.3546,0.505082,2.05813
16.0005,2.82457,0.118529,1.18497
14.2464,-3.05745,3.04765,1.9998
13.5641,4.1327,0.0320762,1.09324
13.5655,-1.38292,2.65004,-1.5619
13.1625,-2.23901,2.92927,0.518526
13.1789,-1.62241,2.75176,1.82957
12.7455,-3.14195,3.05525,-0.828528
12.3316,-4.32108,3.11502,1.53143
12.1955,-4.15139,3.11011,0.188107
12.144,2.47177,0.168471,2.63552
12.014,-4.23344,3.11259,-0.933046
11.2633,0.0150336,1.55576,0.875257
9.42131,4.41038,0.0243,2.35485
9.27841,3.13952,0.0865533,-2.88423
9.1538,4.2735,0.0278639,0.0384683
9.02934,-4.01972,3.10568,2.69918
8.78586,1.59524,0.400286,-3.00378
7.468,3.20687,0.0809217,1.93625
7.46479,4.43558,0.0236954,-2.83877
6.55269,-3.97162,3.10391,-1.90277
5.48782,3.09164,0.0907924,-1.01362
5.19429,4.40377,0.0244609,-1.05541
4.51673,0.613135,0.99282,2.66351
3.97602,-2.23835,2.92913,-0.937649
3.69591,-4.95747,3.12753,2.51076
3.4828,4.97783,0.0137778,1.27787
3.1141,-5.02841,3.12849,-1.6136
3.12577,1.82505,0.31967,1.47723
