isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000762306,0.000588386,0.0777731,1.02594e-05,8.35903e-06,1.33963e-05,113.583,135.641
1,0,0.000752269,0.0006349,0.0425685,2.76482e-05,2.75903e-05,5.0923e-05,46.5594,60.5807
1,0,0.000720099,0.000652496,-0.0518279,2.21635e-05,2.07332e-05,2.95175e-05,63.3704,73.6428
1,0,0.000708886,0.000700334,-0.0539684,2.41944e-05,2.98071e-05,3.14568e-05,21.4049,49.5164
1,0,0.000694209,0.000570434,0.0223178,2.8863e-05,2.85347e-05,3.39773e-05,69.0326,75.7409
1,0,0.000711832,0.000642745,-0.0649303,3.59873e-05,3.24637e-05,4.5105e-05,33.0838,42.617
1,0,0.00076316,0.000601083,-0.00371001,4.04111e-05,3.12952e-05,3.33236e-05,26.3536,42.1483
1,0,0.00084351,0.000710374,0.0798251,6.14685e-05,6.05454e-05,9.98116e-05,28.3925,31.3948
1,0,0.000782127,0.000632612,0.0184247,5.15863e-05,5.84173e-05,6.31259e-05,26.1433,31.9565
1,0,0.000756538,0.000594719,0.0716704,6.60533e-05,9.1981e-05,9.49972e-05,22.7828,23.9755
1,0,0.000635079,0.000618403,0.0418533,9.81079e-05,9.78933e-05,0.000110132,5.2422,8.92015
1,0,0.000712818,0.000620463,-0.119309,9.0998e-05,7.20875e-05,8.88447e-05,21.4115,25.293
1,0,0.000696428,0.000606106,-0.0996828,7.6339e-05,6.56681e-05,5.53799e-05,6.62103,8.64924
1,0,0.000804175,0.000544241,0.0878041,0.00012752,0.000110591,0.000199508,7.68826,8.38367
1,0,0.000898639,0.000495191,-0.0504597,0.000142007,0.000115964,0.000169305,7.92427,8.56843
