et,eta,theta,phi
262.821,1.10025,0.642519,-1.7015
242.729,-0.451777,2.00795,0.876257
192.176,-1.61848,2.75026,2.06551
31.9766,-3.00367,3.04246,-1.78428
18.0638,0.992662,0.709796,2.00191
14.2958,-1.99526,2.87129,1.0372
14.1889,-1.14855,2.52746,-0.870998
14.8265,0.0357571,1.53505,-1.78682
13.0812,3.33358,0.0713,3.06476
13.2141,1.50428,0.43725,-0.332514
11.5631,1.81336,0.323361,3.13373
11.8697,0.720557,0.905548,0.58386
11.1937,2.30105,0.199642,-1.44311
10.6486,-3.38327,3.07375,0.172992
10.6258,-3.34775,3.07129,-2.86654
10.1269,2.6663,0.138795,0.419222
9.97828,4.13257,0.0320803,2.14832
9.4555,-4.40075,3.11706,-2.19973
9.88373,-0.119688,1.6902,1.66434
9.336,-1.26907,2.59355,-1.86786
8.97524,-2.92161,3.034,1.46087
8.63462,3.11596,0.0886141,-1.72469
8.44976,3.9772,0.0374718,-2.44327
8.19045,4.31534,0.0267225,-0.874282
7.82486,3.76239,0.046448,0.816287
7.7649,2.92186,0.107563,-0.598832
7.54917,2.48677,0.165975,2.19598
7.49135,-3.85134,3.0991,-0.966494
8.01851,0.244046,1.32914,-3.06131
7.0715,-1.54269,2.72033,0.141952
6.07601,-3.11066,3.05251,2.37492
5.55636,1.7569,0.341791,0.921023
5.74699,0.0394466,1.53136,-0.706383
5.58958,-1.16818,2.53868,-2.83741
5.56913,-0.450905,2.00716,-0.0579477
4.26368,-2.0991,2.89768,-2.08103
4.10059,3.1871,0.0825363,1.6661
3.85075,-4.19301,3.11139,2.73617
3.66358,-4.12176,3.10916,1.05351
3.16293,-4.80657,3.12524,-1.21869
