pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
34.4153,-0.748183,2.49698,1,0.000694601,0.000568733,-0.032292,-27.5093,20.6798,-28.2194
31.4592,1.64987,-1.67486,-1,0.000696101,0.000615713,-0.0323717,-3.26771,-31.289,78.8717
