et,eta,theta,phi
20.1623,2.23942,0.212239,-0.475433
16.3487,2.53525,0.158153,-2.93526
15.3011,-2.753,3.01429,1.50552
13.971,3.84855,0.0426146,-2.4136
12.1098,-0.816781,2.30948,1.02704
9.38373,1.25017,0.557973,3.09722
8.79531,-1.43685,2.6749,-3.01082
8.526,2.81118,0.120124,1.47833
8.33919,-4.24563,3.11294,0.553651
8.34205,-0.27793,1.84522,1.98132
7.67221,3.42378,0.0651551,2.331
7.65947,-2.99469,3.04157,-1.57115
7.6594,1.89731,0.297724,1.87763
7.47724,-4.37269,3.11636,-2.41192
7.40199,-2.55666,2.98678,-2.17252
7.29528,1.68813,0.365604,-1.70509
7.0305,3.68169,0.0503501,-1.22899
7.57947,-0.00805156,1.57885,2.93531
6.97362,4.52847,0.0215936,2.81099
6.79073,-4.22697,3.1124,-1.23403
6.2499,-3.11176,3.05261,2.73508
6.28502,-1.3382,2.62852,0.109167
6.018,-1.61618,2.74939,-1.74436
5.63513,3.80446,0.0445351,0.684959
5.21364,4.37945,0.0250633,1.5991
5.08882,1.29144,0.536502,-0.0566241
4.9258,2.59521,0.148984,-1.97782
4.87397,-3.96743,3.10375,1.64933
4.906,-2.08502,2.89425,-0.756308
4.48313,-3.12558,3.05383,-0.418267
4.76026,0.382736,1.19708,-0.975575
4.40141,3.19831,0.081617,-0.216288
4.12076,4.699,0.0182083,-1.79337
3.97395,-0.458747,2.01425,-0.0641586
3.7376,0.426243,1.1569,-2.39288
3.41869,0.421395,1.16135,1.20484
3.17301,4.42547,0.0239361,-0.605136
3.15403,0.895679,0.775334,2.2052
