pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,particle_type,event_id,et,theta,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,rp_x,rp_y,rp_z,calo_energy,chi2,ndof
1.40114,0.988701,0.168987,1.0,0.000734639,0.000540424,-0.0286289,0.644327,0.109931,0.756808,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52763,4.0
1.09918,0.650688,0.325842,-1.0,0.000776721,0.000458176,-0.00119003,0.777005,0.262539,0.572133,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83291,15.0
0.895206,0.269401,0.445829,1.0,0.000827493,0.000396019,-0.00118024,0.870474,0.416018,0.263068,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1657,16.0
0.775076,-1.04401,0.527628,-1.0,0.000766247,0.00053648,-0.0192217,0.541248,0.315404,-0.779468,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87144,12.0
0.911589,1.29386,0.63288,1.0,0.000703327,0.000639348,-0.00121654,0.411282,0.30169,0.860134,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7451,6.0
1.19485,0.462779,0.675646,1.0,0.000780826,0.000540043,-0.00140354,0.703605,0.563929,0.432347,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04856,7.0
1.59868,-1.17614,0.656723,-1.0,0.000699175,0.000654047,0.0951896,0.446158,0.343928,-0.82623,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55011,11.0
5.90004,-1.05336,0.690459,-1.0,0.000760774,0.000576226,0.0952126,0.479444,0.396073,-0.783109,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99953,7.0
1.68606,-0.879681,1.05968,1.0,0.000691164,0.000627533,-0.0193403,0.346297,0.617475,-0.70626,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5966,18.0
1.18882,0.146941,1.13267,1.0,0.000724455,0.000609282,-0.00110058,0.4197,0.895861,0.145892,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9554,13.0
1.16467,-2.03005,1.24843,1.0,0.000685642,0.000622606,0.0953732,0.081803,0.244903,-0.96609,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6719,15.0
0.831204,1.56437,1.29136,-1.0,0.000667259,0.000625416,-0.000914312,0.110571,0.385341,0.916126,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.553,37.0
0.814869,-0.517062,1.45513,-1.0,0.000699446,0.000612024,-0.0193608,0.101533,0.873875,-0.475429,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6816,13.0
1.06122,-1.24241,1.67018,1.0,0.000804982,0.000617698,-0.0298137,-0.0528814,0.53033,-0.846141,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8121,20.0
1.48223,1.14729,1.64301,-1.0,0.000743871,0.000609914,-0.00115573,-0.04162,0.575338,0.816856,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.06365,16.0
1.37021,-1.68662,1.75305,1.0,0.000753336,0.000613701,-0.00191657,-0.0648891,0.352088,-0.933715,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79402,11.0
1.32068,-0.49418,1.80177,-1.0,0.00072566,0.000608553,-0.00109741,-0.203558,0.865582,-0.457528,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9233,15.0
1.4847,-1.95309,1.8319,-1.0,0.000623587,0.000581337,-0.00151698,-0.0717852,0.268651,-0.960559,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3444,35.0
1.03995,-1.72845,1.92273,1.0,0.000938305,0.000686557,-0.00116462,-0.118673,0.323164,-0.938873,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09,15.0
1.71344,1.24707,1.96696,1.0,0.00074994,0.000611195,0.0952438,-0.20485,0.489741,0.847461,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2072,15.0
1.15337,-0.839974,2.00005,1.0,0.000836321,0.000659162,-0.0013425,-0.3029,0.661768,-0.685795,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71831,12.0
1.04123,1.0946,2.03485,1.0,0.000982403,0.000728662,0.0954563,-0.26941,0.53827,0.798551,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.017,18.0
3.74681,-1.4844,2.06669,-1.0,0.000773132,0.000634167,-0.00123825,-0.20514,0.379197,-0.90229,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48135,12.0
0.811543,-0.265153,2.03432,-1.0,0.000663723,0.000579691,-0.0260007,-0.431834,0.863934,-0.259109,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7477,15.0
0.965202,1.17072,2.07933,-1.0,0.000857661,0.00067311,0.0954242,-0.275515,0.494252,0.824504,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19236,7.0
0.816591,0.273228,2.38166,1.0,0.000770968,0.000658718,-0.0192466,-0.698642,0.663935,0.266626,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04548,16.0
0.860251,-1.81415,2.41598,1.0,0.000710799,0.000591663,-0.0015316,-0.237535,0.210703,-0.948252,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2131,41.0
0.817525,-0.403545,2.34314,-1.0,0.000721022,0.000603877,-0.00119086,-0.644611,0.661668,-0.382978,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04563,11.0
1.38086,-1.60552,2.54018,-1.0,0.000713012,0.000589884,-0.00132887,-0.318278,0.218407,-0.922495,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6715,43.0
1.56367,-1.04573,2.58914,-1.0,0.000698044,0.000563454,-0.00117899,-0.532537,0.328304,-0.780142,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54209,9.0
1.73743,1.49132,2.76996,-1.0,0.000746643,0.000661851,-0.00110098,-0.399198,0.155583,0.903568,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5721,35.0
3.36017,-0.425231,2.85165,-1.0,0.000730349,0.000623559,-0.00114236,-0.877703,0.261866,-0.401328,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71665,14.0
2.66395,0.0710816,2.93357,-1.0,0.000731597,0.000635704,-0.00123252,-0.975974,0.206008,0.0709622,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0099,14.0
0.832818,0.130558,-3.11767,1.0,0.000724423,0.000746628,0.0156005,-0.991254,-0.0237152,0.129821,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0056,16.0
1.03384,2.50344,-0.851563,1.0,0.000554151,0.000461892,-0.0289411,0.107069,-0.122265,0.986705,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68779,5.0
1.36092,-1.91855,2.62685,-1.0,0.000552701,0.000308657,-0.0284286,-0.250196,0.141512,-0.957798,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0778,33.0
1.18249,-0.886121,-0.202184,-1.0,0.000745612,0.000649865,0.0952784,0.690378,-0.141517,-0.709473,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6489,12.0
0.840331,-0.611217,0.137781,1.0,0.000732754,0.000632904,0.0953405,0.830501,0.115157,-0.544983,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63781,5.0
1.33187,1.55708,-0.955275,-1.0,0.000890627,0.00071449,0.0954951,0.233017,-0.329507,0.914947,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.298,33.0
0.800589,0.404523,-1.57004,-1.0,0.000745423,0.000608625,-0.0011164,0.000695,-0.923411,0.383812,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0142,14.0
1.01262,-2.38809,0.524093,1.0,0.0007663,0.000538613,-0.00119349,0.157637,0.0911159,-0.983284,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8924,29.0
0.82823,-1.85182,-1.09407,-1.0,0.00102614,0.000763642,0.000388395,0.140578,-0.272198,-0.951917,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3626,35.0
0.957571,-0.278403,0.401976,1.0,0.00071579,0.000628184,-0.0194396,0.885741,0.37655,-0.271427,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5698,17.0
1.8121,-1.34548,0.80281,1.0,0.000711449,0.000621193,-0.0193064,0.338835,0.350845,-0.872983,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9731,12.0
0.897021,0.205384,1.79449,1.0,0.000547597,0.000569083,-0.0195082,-0.217231,0.954875,0.202544,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86657,14.0
1.39486,-1.05556,0.844124,-1.0,0.000660064,0.000665937,-0.0191819,0.41246,0.463989,-0.783958,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962395,3.0
2.77849,-1.77683,-1.42986,-1.0,0.000763057,0.000614763,-0.0195352,0.0462065,-0.325672,-0.944353,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2824,43.0
1.04285,2.1593,2.93216,-1.0,0.000446358,-0.000695422,-0.0208623,-0.222802,0.0473573,0.973713,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1562,17.0
0.900149,0.725236,-1.97199,1.0,0.000651557,0.000640203,0.00222359,-0.306359,-0.722196,0.620142,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66725,10.0
1.26849,-1.13549,-2.33564,-1.0,0.00373634,-0.00227769,0.0265026,-0.403279,-0.420207,-0.812891,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62226,15.0
0.763259,-1.27341,1.81592,1.0,0.00573448,0.00186225,-0.0284013,-0.125969,0.503574,-0.854719,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197533,1.0
0.905948,-0.616865,2.74666,-1.0,0.000716366,0.000594315,-0.0300053,-0.771518,0.321595,-0.548942,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8193,8.0
1.0074,0.757238,0.561619,-1.0,-0.00725842,0.0132898,-0.0445785,0.650738,0.409449,0.639447,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08223,2.0
1.02745,-1.44954,0.912159,-1.0,-0.00264563,0.0032243,0.0956844,0.27227,0.351805,-0.895602,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68635,11.0
3.05793,0.671125,2.2766,1.0,0.000707574,0.000596429,-0.0284739,-0.525738,0.616873,0.585719,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75226,6.0
1.18103,-0.346798,-2.98576,-1.0,0.00247009,-0.0105057,-0.0207515,-0.931316,-0.146312,-0.333532,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49805,3.0
1.15512,-0.913724,-0.681507,1.0,0.000934135,0.000849096,0.0959681,0.536599,-0.435265,-0.722915,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8872,11.0
0.909129,-1.22286,2.52288,-1.0,-0.0094472,-0.0136906,0.0654927,-0.441379,0.314249,-0.840495,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9561,12.0
0.846839,0.585942,-0.365266,1.0,0.0617691,0.160282,-0.177094,0.793816,-0.303577,0.526971,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04098,7.0
0.87739,-0.935778,1.45223,1.0,0.0755958,-0.00831715,-0.12441,0.0804267,0.675157,-0.733277,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14254,7.0
0.813954,-0.785862,2.55491,1.0,-0.0389527,-0.0590435,-0.165943,-0.628509,0.417808,-0.656059,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6294,7.0
3.11003,0.663754,2.28976,1.0,0.00556118,0.00484431,-0.0271244,-0.536107,0.612532,0.580857,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37014,3.0
0.774573,-0.358319,2.79764,1.0,0.00616977,0.015822,-0.0458299,-0.884066,0.316662,-0.343732,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2939,13.0
0.799335,1.47231,1.26693,1.0,0.026721,-0.00753606,0.00779211,0.130413,0.415887,0.900017,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9767,30.0
1.31738,-1.30545,1.92743,-1.0,-0.00370674,-0.00102868,-0.185041,-0.176304,0.473223,-0.86312,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63292,13.0
1.1744,-1.58873,1.47968,-1.0,-0.214793,0.020359,-0.0914613,0.0356691,0.390401,-0.919954,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7495,21.0
2.66708,-1.56635,2.07549,-1.0,-0.0236883,-0.0128712,-0.0105345,-0.193494,0.350272,-0.916444,track,Event_272801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.041,33.0
7.49092,0.0235597,-2.0844,-1.0,0.000663501,0.000643637,0.124439,-3.68047,-6.52442,0.1765,electron,Event_272823854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.0273572,-2.17722,,,,,,,,jet,Event_272823854,94.6337,1.59815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.81781,0.828978,,,,,,,,jet,Event_272823854,73.4768,2.31024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.601774,2.54278,,,,,,,,jet,Event_272823854,51.2939,2.13923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.58927,-0.709687,,,,,,,,jet,Event_272823854,23.5938,2.73897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.94408,-1.2024,,,,,,,,jet,Event_272823854,19.728,0.284307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-2.72027,2.24993,,,,,,,,jet,Event_272823854,19.2908,3.01007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.36526,-2.01035,,,,,,,,jet,Event_272823854,19.2755,2.64164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.73056,3.12481,,,,,,,,jet,Event_272823854,16.3703,2.79086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7983,-0.144693,,,,,,,,jet,Event_272823854,16.1735,0.328183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.89,2.05058,,,,,,,,jet,Event_272823854,15.5263,0.111038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.864264,-0.634944,,,,,,,,jet,Event_272823854,14.2849,0.797569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.25522,0.0647788,,,,,,,,jet,Event_272823854,13.1972,0.0771064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.793191,-1.52015,,,,,,,,jet,Event_272823854,12.2654,0.849694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.94105,2.94689,,,,,,,,jet,Event_272823854,11.6964,0.285157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.05341,-1.15752,,,,,,,,jet,Event_272823854,11.1978,0.0943254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.60835,1.7511,,,,,,,,jet,Event_272823854,10.8187,0.395208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.3115,-0.315315,,,,,,,,jet,Event_272823854,10.3088,3.0687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.74829,3.02339,,,,,,,,jet,Event_272823854,9.67868,3.09449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.46354,1.95554,,,,,,,,jet,Event_272823854,9.34126,2.68677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.134814,1.87534,,,,,,,,jet,Event_272823854,9.84465,1.43639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.12518,0.654374,,,,,,,,jet,Event_272823854,8.55408,0.0323183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.19542,-0.63282,,,,,,,,jet,Event_272823854,8.43691,0.0301267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.26246,0.732064,,,,,,,,jet,Event_272823854,8.31252,3.11342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.472024,-2.83257,,,,,,,,jet,Event_272823854,8.75605,1.11538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.71001,1.93873,,,,,,,,jet,Event_272823854,8.04414,3.09265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.85451,-2.65629,,,,,,,,jet,Event_272823854,7.9755,0.115041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.33393,-2.72687,,,,,,,,jet,Event_272823854,7.82237,0.0262302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-2.88572,-1.6079,,,,,,,,jet,Event_272823854,7.77129,3.03008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.2189,-2.34689,,,,,,,,jet,Event_272823854,7.75933,3.11217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.87906,0.854321,,,,,,,,jet,Event_272823854,7.75913,0.112257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.330793,-0.868041,,,,,,,,jet,Event_272823854,7.7798,1.89572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-2.74873,-2.77363,,,,,,,,jet,Event_272823854,6.5804,3.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.51105,-0.289602,,,,,,,,jet,Event_272823854,6.25733,3.11962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.152827,0.378715,,,,,,,,jet,Event_272823854,6.76807,1.41856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.73064,2.14191,,,,,,,,jet,Event_272823854,5.90868,0.0176411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.25126,0.868523,,,,,,,,jet,Event_272823854,5.96216,0.557392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.09071,1.16649,,,,,,,,jet,Event_272823854,5.69417,3.05072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.22372,-1.62369,,,,,,,,jet,Event_272823854,5.65609,0.0292862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.77745,2.68793,,,,,,,,jet,Event_272823854,5.46523,0.0457538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.97639,0.493782,,,,,,,,jet,Event_272823854,5.42396,2.86621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.816096,2.4834,,,,,,,,jet,Event_272823854,4.63114,0.832621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05169,-1.61612,-2.70244,1.0,,,,,,,tau,Event_272823854,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.39362,0.662692,2.3942,1.0,,,,,,,tau,Event_272823854,,,0.0,0.503894,2.25964,0.183996,0.994984,0.994984,0.994984,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.901293,1.42448,0.93522,1.0,,,,,,,tau,Event_272823854,,,0.966183,0.0,0.55373,0.425207,1.15186,0.446728,0.705135,0.402808,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21214,-1.64039,2.96647,-1.0,,,,,,,tau,Event_272823854,,,1.22323,0.0,0.886571,0.140112,1.14569,0.746059,0.746059,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.76251,1.6762,-0.131589,1.0,,,,,,,tau,Event_272823854,,,1.67561,0.0,1.58422,0.550272,0.474176,0.332529,0.332529,0.401835,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.75505,-0.134777,2.80629,-1.0,,,,,,,tau,Event_272823854,,,2.12234,0.0,2.58939,0.377512,2.64783,1.99743,0.0,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.29015,-0.981635,3.00808,-1.0,,,,,,,tau,Event_272823854,,,1.89665,2.58301,0.898628,0.550199,0.771299,0.429223,0.0,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7172,-0.755899,0.841171,-1.0,,,,,,,tau,Event_272823854,,,0.0,4.8817,8.60817,0.477708,1.53839,0.53289,1.37429,1.2859,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55357,1.9521,-1.11843,1.0,,,,,,,tau,Event_272823854,,,6.31042,1.47154,3.04828,0.293024,3.08319,2.39711,0.0,0.804917,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
