pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,particle_type,event_id,et,theta,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,rp_x,rp_y,rp_z,calo_energy,chi2,ndof
0.885245,1.50138,2.49091,-1.0,0.000766082,0.000685584,-0.101428,-0.337814,0.257171,0.905398,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35946,9.0
1.18462,-1.27135,2.9192,1.0,0.000690333,0.000506732,-0.10134,-0.507197,0.114693,-0.854164,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3149,16.0
0.752222,0.0475265,3.02041,-1.0,0.000707467,0.000379424,0.115687,-0.991547,0.120746,0.0474907,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14946,11.0
2.22713,2.04406,-1.66304,-1.0,0.000667567,0.000619936,-0.0035868,-0.0234631,-0.253648,0.967012,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9899,19.0
1.26273,1.79248,-0.915451,1.0,0.000744683,0.000615764,0.115789,0.197519,-0.256961,0.946022,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4422,35.0
1.26429,2.42693,1.72721,1.0,0.000505204,0.00057989,-0.0029629,-0.0272995,0.173109,0.984524,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8793,15.0
1.37746,2.52609,2.08526,-1.0,0.000891084,0.000718681,-0.101164,-0.0782027,0.138355,0.98729,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0475,5.0
1.72494,-1.9064,-0.148027,-1.0,0.000737947,0.000743619,-0.0645041,0.287625,-0.04289,-0.956782,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1738,35.0
1.23597,-2.5623,0.0649608,1.0,0.000734772,0.000617658,0.115442,0.153019,0.00995422,-0.988173,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3227,13.0
1.60718,-2.57605,0.0877714,1.0,0.000758287,0.000346737,0.115271,0.15069,0.0132604,-0.988492,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898981,1.0
6.0914,-2.55909,0.102834,1.0,0.000727653,0.000683761,0.115688,0.153016,0.015791,-0.988098,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99297,1.0
2.2508,-2.63694,0.190627,-1.0,0.000730371,0.000634575,0.115549,0.139851,0.026987,-0.989805,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6497,5.0
3.61085,-2.53011,1.95324,1.0,0.000662096,0.000579199,0.11548,-0.0590743,0.146861,-0.987392,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.811,21.0
2.54318,-2.56498,2.11007,1.0,0.000755877,0.000620886,0.115666,-0.0785353,0.131232,-0.988236,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4476,15.0
1.94914,-2.63067,2.12909,-1.0,0.000421921,0.000412981,0.115851,-0.0759204,0.121556,-0.989677,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83818,5.0
1.61791,-2.26773,2.32231,1.0,0.000745773,0.000634437,-0.00400801,-0.139893,0.149709,-0.978784,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.923,33.0
1.35753,-1.14224,-0.095335,1.0,0.000732962,0.000583536,0.115551,0.576595,-0.0551369,-0.815167,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7798,13.0
1.3622,-2.27842,0.199203,1.0,0.00077631,0.000405538,0.115705,0.198754,0.0401247,-0.979228,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346083,3.0
0.821832,0.900296,2.55192,-1.0,0.000674437,0.000517547,0.115667,-0.579832,0.387951,0.716442,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4651,13.0
1.18135,0.893035,-2.78601,-1.0,0.000770257,0.000514655,0.115551,-0.657406,-0.244143,0.71289,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5497,12.0
1.15352,0.293478,-2.24627,-1.0,0.000713987,0.000625765,0.115856,-0.599276,-0.747966,0.285332,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88055,14.0
0.988346,-0.902741,-1.33627,-1.0,0.000907019,0.000649612,0.116142,0.161835,-0.67736,-0.71763,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01327,14.0
1.72361,-2.72125,0.301384,-1.0,0.000730364,0.000624419,0.114193,0.125113,0.0388918,-0.99138,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25621,3.0
1.6301,2.08349,2.39897,-1.0,0.000572164,0.000431029,0.114005,-0.180631,0.165802,0.969475,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4483,37.0
2.30816,-2.24231,-2.03779,-1.0,-0.000786371,0.00137499,0.107939,-0.0945678,-0.187564,-0.977689,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1837,33.0
0.968349,1.78832,-1.87356,-1.0,0.000581158,0.000659503,-0.00368311,-0.0970145,-0.310582,0.945583,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18433,3.0
0.960091,0.321137,-0.857776,1.0,0.000735751,0.000624288,-0.00390429,0.621783,-0.718995,0.310535,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93549,1.0
0.955036,0.176798,0.0288334,-1.0,0.000722667,0.000685393,-0.00283645,0.984163,0.0283846,0.174979,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5823,12.0
2.77148,-0.0565077,-0.612805,-1.0,0.000701167,0.000581305,-0.00386397,0.816733,-0.574247,-0.0564476,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54943,15.0
0.83133,-0.380444,-2.59085,-1.0,0.000672523,0.000701317,0.0153783,-0.793979,-0.487607,-0.363093,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9772,13.0
0.990439,0.448805,0.401147,-1.0,0.000722564,0.000603662,-0.101678,0.835088,0.354199,0.420916,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.77,14.0
1.70891,1.53964,-0.845438,-1.0,0.000871667,0.000757762,-0.10184,0.272034,-0.30683,0.91206,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5841,30.0
1.72869,0.143497,-2.49343,1.0,0.0102725,-0.0119857,0.107748,-0.789057,-0.597559,0.14252,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6593,19.0
1.27207,0.924049,1.53244,-1.0,0.0115904,0.000195804,0.0596967,0.0262942,0.685277,0.727807,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7651,14.0
1.71455,1.38505,1.47398,-1.0,0.0009009,0.000596766,0.0152059,0.0455374,0.468898,0.882078,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78651,3.0
1.38795,2.33303,-0.712721,1.0,-0.00158169,-0.00202831,-0.165404,0.145411,-0.125675,0.981357,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06691,5.0
1.07022,2.27871,-1.40985,1.0,-0.00321667,-2.25546e-05,-0.0203687,0.0324835,-0.200087,0.97924,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2591,23.0
0.77585,-0.604784,-2.00796,1.0,-0.00119591,0.00151185,0.0134064,-0.356214,-0.762254,-0.540445,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7095,4.0
1.25353,-0.757126,1.04237,1.0,0.00208808,-0.000181716,-0.104196,0.387654,0.664016,-0.639381,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0561472,3.0
0.872975,-0.522923,-2.7735,1.0,-0.00619271,0.018546,-0.0163364,-0.81853,-0.315681,-0.479953,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03548,7.0
11.0292,0.0770233,-2.53202,-1.0,0.0034134,-0.00322693,0.111985,-0.817469,-0.570819,0.0768713,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07846,10.0
2.89479,-0.0603946,-1.98751,1.0,-0.00734325,0.00418442,0.117367,-0.404019,-0.91276,-0.0603212,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4181,14.0
0.919948,-0.719588,-1.67241,1.0,0.00336236,0.000341418,0.104364,-0.0798583,-0.783174,-0.616654,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.982,16.0
2.59808,2.08319,-1.50499,-1.0,0.0010426,0.000628736,0.116266,0.016129,-0.24473,0.969457,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3336,25.0
1.17122,-2.09796,-0.623291,-1.0,0.00219206,0.0026319,0.134137,0.196311,-0.141126,-0.970333,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9049,31.0
0.950277,-2.16081,1.78673,-1.0,-0.0200599,-0.0039451,0.105921,-0.0487331,0.222162,-0.973791,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.558,29.0
1.45071,-2.25502,0.221933,1.0,0.00192977,-0.0047003,0.0935042,0.202373,0.0456654,-0.978243,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3091,25.0
1.25377,-2.36905,1.86341,-1.0,-0.0268023,-0.00767634,0.119885,-0.0535132,0.17763,-0.982641,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0936,23.0
5.23298,0.158287,-2.24507,-1.0,-0.0101901,0.00934033,0.0893352,-0.616587,-0.771478,0.156978,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75059,4.0
1.19249,-0.576946,-1.72523,1.0,-0.00602564,0.00166101,0.108542,-0.13135,-0.843734,-0.520442,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98515,7.0
5.3835,-0.0121758,-2.1314,-1.0,0.0030102,-0.000819471,0.115531,-0.531655,-0.846873,-0.0121752,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46109,11.0
4.54006,0.762116,-1.42088,1.0,0.000640405,0.000601945,-0.00401432,0.114472,-0.757839,0.642321,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77401,14.0
1.39085,-0.159048,-0.896717,1.0,0.000590907,0.000493336,0.114675,0.616366,-0.771503,-0.15772,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18341,8.0
1.44418,-0.34121,1.16773,-1.0,0.00539123,-0.00137681,0.109371,0.370465,0.868796,-0.328557,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77341,3.0
1.25409,-0.381502,1.12248,-1.0,0.00352018,-0.000730958,0.114829,0.403715,0.839351,-0.364011,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97881,11.0
0.871286,-0.326771,2.1138,1.0,0.0557944,0.0338502,-0.0132378,-0.490301,0.812398,-0.315617,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79783,7.0
0.89544,-0.51903,-2.78761,1.0,-0.00509915,0.0163692,-0.0177664,-0.824436,-0.304668,-0.476951,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08077,5.0
1.33768,1.53475,2.09459,-1.0,-0.0224375,-0.0127608,-0.0714997,-0.206015,0.356667,0.911233,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4517,25.0
1.07696,1.55199,-2.19894,1.0,-0.00135255,0.00212433,0.0182076,-0.238266,-0.328063,0.914114,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9083,23.0
0.937436,-1.84085,-0.941262,-1.0,0.0924274,0.0674148,0.12451,0.182265,-0.250226,-0.950877,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7248,19.0
0.89878,-1.72853,-3.06526,-1.0,0.00201582,-0.0163659,-0.121677,-0.343238,-0.0262512,-0.938881,track,Event_651957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3139,31.0
,-2.71318,3.06714,,,,,,,,jet,Event_651977709,79.0043,3.00914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.33337,-0.0304715,,,,,,,,jet,Event_651977709,58.3307,2.62614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.822346,2.27851,,,,,,,,jet,Event_651977709,44.0336,2.31359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.411843,-2.30009,,,,,,,,jet,Event_651977709,39.8352,1.17012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.62841,-3.06454,,,,,,,,jet,Event_651977709,34.6479,0.387559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.75247,2.97111,,,,,,,,jet,Event_651977709,31.7355,0.127368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.114038,0.319881,,,,,,,,jet,Event_651977709,33.7609,1.68459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.899797,-0.342717,,,,,,,,jet,Event_651977709,29.8661,0.772455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.06257,1.12071,,,,,,,,jet,Event_651977709,28.2852,2.47615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.96489,0.553637,,,,,,,,jet,Event_651977709,26.646,0.103041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.361507,1.39136,,,,,,,,jet,Event_651977709,29.5346,1.21692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.799434,-2.67937,,,,,,,,jet,Event_651977709,27.5994,2.29658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.60297,-0.57439,,,,,,,,jet,Event_651977709,25.732,0.147836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-2.64408,-0.965277,,,,,,,,jet,Event_651977709,24.5313,2.99969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.12055,-1.5353,,,,,,,,jet,Event_651977709,22.1026,0.630456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.35948,2.1152,,,,,,,,jet,Event_651977709,21.0551,0.502725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.770044,-1.10973,,,,,,,,jet,Event_651977709,21.7982,2.27438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-2.32061,0.654082,,,,,,,,jet,Event_651977709,19.864,2.94579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-2.06238,1.93347,,,,,,,,jet,Event_651977709,19.6668,2.88865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.58699,-1.46962,,,,,,,,jet,Event_651977709,18.4473,0.0553491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-2.42596,-2.17366,,,,,,,,jet,Event_651977709,17.8447,2.96526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.37337,2.03763,,,,,,,,jet,Event_651977709,16.6882,3.07307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.96036,1.84715,,,,,,,,jet,Event_651977709,16.1962,0.103508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.55991,0.849786,,,,,,,,jet,Event_651977709,16.0835,0.414281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.19606,-0.102599,,,,,,,,jet,Event_651977709,14.246,0.0301073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.58897,-2.21486,,,,,,,,jet,Event_651977709,14.1151,0.149913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.4246,1.01936,,,,,,,,jet,Event_651977709,13.1318,0.023957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.10819,1.16168,,,,,,,,jet,Event_651977709,13.048,3.05229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.89618,-2.91479,,,,,,,,jet,Event_651977709,13.0014,3.10096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.74869,3.09574,,,,,,,,jet,Event_651977709,12.1169,0.0470883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.11921,0.466852,,,,,,,,jet,Event_651977709,12.0306,3.10908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.10994,0.0640912,,,,,,,,jet,Event_651977709,11.7073,3.05244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.78948,3.02077,,,,,,,,jet,Event_651977709,10.4362,2.81056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.44116,2.15139,,,,,,,,jet,Event_651977709,9.50734,0.0235635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3.68519,-1.4792,,,,,,,,jet,Event_651977709,9.38923,3.09142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.1273,-0.685519,,,,,,,,jet,Event_651977709,8.27361,3.10934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.03506,-1.36194,,,,,,,,jet,Event_651977709,7.65589,0.259874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.20191,2.43273,,,,,,,,jet,Event_651977709,8.06025,1.37024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0509171,-0.831144,,,,,,,,jet,Event_651977709,7.39267,1.5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.18781,2.24967,,,,,,,,jet,Event_651977709,6.56071,0.223391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.56942,-1.93351,,,,,,,,jet,Event_651977709,5.83491,3.12087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.58418,-1.57564,,,,,,,,jet,Event_651977709,5.75645,2.73697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.73578,-2.17734,,,,,,,,jet,Event_651977709,5.57488,0.0175508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.9961,3.0246,,,,,,,,jet,Event_651977709,5.40319,0.0135284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.45537,2.42271,,,,,,,,jet,Event_651977709,5.32396,3.11836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.00221,0.00550036,,,,,,,,jet,Event_651977709,5.02836,0.268448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.90539,-0.642009,,,,,,,,jet,Event_651977709,4.81457,0.0148128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0342,1.43635,,,,,,,,jet,Event_651977709,4.66525,0.260095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-4.54313,1.47735,,,,,,,,jet,Event_651977709,4.00638,3.12031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.458691,-1.78002,,,,,,,,jet,Event_651977709,3.43039,2.0142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.39563,-2.41899,,,,,,,,jet,Event_651977709,3.00743,0.0670135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.85777,-0.120787,2.09005,-1.0,,,,,,,tau,Event_651977709,,,0.69522,0.0,1.38835,0.367508,1.24287,0.828208,0.0,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48881,-1.84378,-3.05102,1.0,,,,,,,tau,Event_651977709,,,0.0,1.7702,1.1633,0.618321,0.793589,0.793589,0.793589,0.631377,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59898,1.69217,1.52017,-1.0,,,,,,,tau,Event_651977709,,,1.77819,0.0,0.740067,0.341142,1.7167,0.540335,0.826116,0.864446,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.77605,-0.474605,2.74779,-1.0,,,,,,,tau,Event_651977709,,,1.28052,0.732512,0.848105,0.766335,0.521828,0.521828,0.0,1.08982,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.8589,-1.25728,-0.0573028,1.0,,,,,,,tau,Event_651977709,,,2.06474,0.0,2.54382,0.893271,0.797849,0.539582,0.0,6.4838,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5294,-1.18525,1.30499,1.0,,,,,,,tau,Event_651977709,,,0.0,2.74175,0.407159,0.825197,0.309212,0.309212,0.0,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3983,-2.15252,-2.43407,1.0,,,,,,,tau,Event_651977709,,,3.3075,0.0,2.28696,0.109443,3.05947,1.64723,1.64723,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.533183,-0.916462,-1.2426,-1.0,,,,,,,tau,Event_651977709,,,0.99738,3.00131,0.798798,0.659025,2.68245,1.99222,0.690229,0.209433,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
