pt,eta,phi,particle_type,event_id
0.938704,1.96008,0.877964,track,272720518
1.13286,1.62424,0.917677,track,272720518
0.876628,1.00066,0.937161,track,272720518
0.812708,0.422619,0.993492,track,272720518
0.988519,-1.93863,1.07818,track,272720518
0.996563,-1.73816,1.08909,track,272720518
0.896783,-0.0153949,1.25047,track,272720518
1.40355,-1.02751,1.32657,track,272720518
0.852207,1.54006,1.39999,track,272720518
0.898098,-0.750976,1.43799,track,272720518
1.84343,2.07581,1.51847,track,272720518
0.948946,1.29535,1.56518,track,272720518
2.18036,1.06914,1.50487,track,272720518
0.890854,-1.53111,1.65908,track,272720518
1.57794,1.51407,1.74437,track,272720518
1.7683,0.56158,1.89385,track,272720518
0.795004,-1.22652,1.89808,track,272720518
0.809526,-0.495889,2.01756,track,272720518
0.983319,1.08905,2.02263,track,272720518
1.00755,2.18903,2.02844,track,272720518
0.938971,1.9863,1.94959,track,272720518
1.8504,0.985469,2.07445,track,272720518
1.38374,2.063,2.11174,track,272720518
0.978534,1.8038,2.1985,track,272720518
1.29554,-1.42572,2.15028,track,272720518
2.1117,0.976073,2.22935,track,272720518
0.951951,0.129877,2.31436,track,272720518
1.29373,1.7063,2.31399,track,272720518
0.851929,-0.325269,2.32803,track,272720518
1.13104,1.02439,2.5241,track,272720518
0.777241,-1.62925,2.44206,track,272720518
3.47813,-1.38664,2.57457,track,272720518
2.47251,1.34707,2.5853,track,272720518
7.89307,-1.22361,2.62187,track,272720518
0.965149,-1.50231,2.57288,track,272720518
0.760689,-0.244501,2.57241,track,272720518
7.90788,-1.17794,2.6478,track,272720518
1.59288,1.17814,2.65317,track,272720518
1.44341,-1.21226,2.72196,track,272720518
1.06449,0.135662,2.78468,track,272720518
1.70891,-0.24185,2.847,track,272720518
3.03815,-1.54224,2.99036,track,272720518
0.992341,-1.54826,3.077,track,272720518
1.1753,0.37186,3.09241,track,272720518
3.30985,1.86841,-3.13253,track,272720518
1.77865,2.10541,-2.21958,track,272720518
1.78715,2.07689,-2.13547,track,272720518
1.00954,2.4905,-1.80218,track,272720518
2.27964,2.32211,-0.722478,track,272720518
1.47822,2.02458,-0.566528,track,272720518
0.935378,1.95758,-0.289549,track,272720518
1.68552,2.58385,0.92862,track,272720518
1.52765,-2.58401,-0.331293,track,272720518
0.848954,-1.85854,-0.289844,track,272720518
1.79322,-2.41913,-0.169422,track,272720518
2.10067,-2.27969,0.572934,track,272720518
0.989523,-2.3512,1.11004,track,272720518
1.03481,-2.29833,1.6523,track,272720518
1.39396,-2.16147,2.77217,track,272720518
1.99809,-0.779844,-1.9863,track,272720518
1.13322,-0.883642,-0.691312,track,272720518
3.86872,-1.38693,2.57785,track,272720518
2.15259,-1.20245,3.04885,track,272720518
3.71175,-0.0872311,1.1074,track,272720518
0.852529,0.756655,2.82349,track,272720518
1.54352,1.4259,-0.756516,track,272720518
1.62708,1.18535,-0.404246,track,272720518
2.04029,2.10828,-0.0328473,track,272720518
0.995976,0.308677,-0.397471,track,272720518
1.74941,-1.47285,2.47728,track,272720518
0.913131,-1.68728,-1.33757,track,272720518
3.31839,-0.321336,0.293994,track,272720518
1.09004,0.0897505,-2.32906,track,272720518
1.18777,-1.82196,-1.90113,track,272720518
1.30261,-2.37559,0.582304,track,272720518
0.853512,-0.944901,-0.0190985,track,272720518
2.64468,-0.907806,0.0394158,track,272720518
1.14349,-0.86318,2.75401,track,272720518
0.952426,1.64024,-2.45359,track,272720518
1.04545,1.03112,1.75599,track,272720518
3.6791,-2.25205,2.16598,track,272720518
1.17375,0.0349542,-1.43095,track,272720518
0.966353,-1.63186,-0.440219,track,272720518
0.873837,1.75631,2.11493,track,272720518
0.943335,1.31828,2.69821,track,272720518
1.48348,-2.32634,-2.24565,track,272720518
1.0975,-2.48537,-0.547636,track,272720518
1.96092,0.769179,-1.22776,track,272720518
0.859535,0.673486,-2.54306,track,272720518
0.844906,-0.586201,-0.568395,track,272720518
0.712222,1.61175,0.0269244,track,272720518
1.04103,1.74057,0.944789,track,272720518
0.755879,1.62377,2.65216,track,272720518
1.87171,2.02977,-2.15878,track,272720518
1.02862,2.36412,-0.487283,track,272720518
0.888295,1.78983,0.889449,track,272720518
1.1929,2.26581,2.11742,track,272720518
1.36026,2.31989,-0.249044,track,272720518
1.62338,-2.27241,-1.40464,track,272720518
1.33811,-2.00563,2.13447,track,272720518
1.33276,-1.98992,-3.11449,track,272720518
1.16356,-2.48048,0.069618,track,272720518
0.979467,-0.0236073,-1.73949,track,272720518
1.17729,-0.859318,-0.594035,track,272720518
1.452,0.835232,-0.686947,track,272720518
1.04644,0.514897,-0.942882,track,272720518
2.6824,-0.93227,0.0308916,track,272720518
3.69475,-0.10615,1.09204,track,272720518
0.71463,1.39052,1.64227,track,272720518
0.800293,1.66057,0.13504,track,272720518
1.57262,1.8841,-0.0328034,track,272720518
0.898386,1.58438,-1.79015,track,272720518
1.11872,-1.39637,-3.09684,track,272720518
1.02248,-1.51703,-1.31133,track,272720518
0.844663,-1.31987,1.5787,track,272720518
1.41276,1.31441,0.77138,tau,272735518
0.582757,-2.06415,1.35514,tau,272735518
2.89507,2.27337,1.68855,tau,272735518
5.19035,-1.31351,1.89976,tau,272735518
0.531241,1.13058,-2.23235,tau,272735518
33.1769,-0.452951,-2.00204,tau,272735518
35.5144,-0.921567,0.645611,tau,272735518
2.61561,-0.587127,-2.69276,tau,272735518
7.3101,3.23157,2.36049,tau,272735518
6.21098,-3.81525,-0.502307,tau,272735518
7.35912,-3.61706,0.540934,tau,272735518
7.66591,3.96093,1.81988,tau,272735518
8.51508,3.16117,-0.409742,tau,272735518
8.87319,-0.18469,-0.700248,tau,272735518
8.92022,-3.58829,-2.34498,tau,272735518
9.00613,3.32356,-1.33314,tau,272735518
3.12,-3.42602,1.63849,tau,272735518
3.06524,1.87063,-1.80653,tau,272735518
3.77151,-4.50132,0.924112,tau,272735518
6.55501,-3.10762,-0.461807,tau,272735518
3.78492,-4.13868,2.10218,tau,272735518
6.09886,-1.88141,-1.31256,tau,272735518
6.08667,2.40583,-2.22185,tau,272735518
5.74726,-3.31118,-1.34989,tau,272735518
3.2381,4.1997,-1.84527,tau,272735518
5.66874,3.4403,-2.54301,tau,272735518
3.29044,4.12098,0.965375,tau,272735518
5.1049,3.04429,0.335372,tau,272735518
4.68173,3.20061,1.56649,tau,272735518
3.40479,-4.82753,-0.237042,tau,272735518
3.55356,2.88647,-3.06799,tau,272735518
4.31896,-3.76676,2.8843,tau,272735518
4.18106,4.13763,-0.971893,tau,272735518
0.551907,1.80041,-0.0246756,tau,272735518
0.639058,0.64139,0.788865,tau,272735518
1.18341,-1.64037,-2.3682,tau,272735518
0.985026,1.65426,2.84298,tau,272735518
0.97526,1.33931,-1.25217,tau,272735518
0.73278,0.601572,0.0723281,tau,272735518
2.76472,-0.21032,2.94678,tau,272735518
2.6033,1.18759,-0.38293,tau,272735518
1.80076,-1.84759,-0.00709237,tau,272735518
1.16678,-1.90631,-2.99882,tau,272735518
1.07913,-2.064,-2.38502,tau,272735518
3.34473,-0.494806,2.09909,tau,272735518
29.3674,-0.449982,-1.9999,photon,272735518
13.2232,-0.516606,-2.06691,photon,272735518
1.17603,2.31601,-2.04503,muon,272735518
1.07913,-2.064,-2.38502,muon,272735518
1.29825,2.14952,-2.0797,muon,272735518
0.948245,1.84341,-2.96564,track,272735518
1.16678,-1.90631,-2.99882,track,272735518
1.10729,-0.840852,-2.52236,track,272735518
1.18341,-1.64037,-2.3682,track,272735518
1.65295,-0.0980652,-2.30656,track,272735518
0.916576,-0.322183,-2.17058,track,272735518
3.91601,-0.494804,-2.01462,track,272735518
0.754874,-0.22879,-1.96304,track,272735518
1.09879,-0.549036,-1.27212,track,272735518
0.833804,-1.22639,-1.07612,track,272735518
0.875155,0.802225,-0.641211,track,272735518
2.6033,1.18759,-0.38293,track,272735518
0.786712,1.72933,-0.22629,track,272735518
0.911218,-1.91702,0.23599,track,272735518
23.9588,-0.980073,0.611375,track,272735518
21.4582,-0.918194,0.637605,track,272735518
6.6068,-0.963777,0.663739,track,272735518
7.45135,-0.892768,0.652595,track,272735518
1.41276,1.31441,0.77138,track,272735518
0.83654,-1.29328,0.741069,track,272735518
0.920291,0.256979,1.04471,track,272735518
1.08561,1.0536,1.03098,track,272735518
0.975817,-1.85142,1.17525,track,272735518
2.78383,-1.39585,1.64843,track,272735518
1.02136,-1.47665,1.82722,track,272735518
1.04856,-1.2735,1.92974,track,272735518
3.34473,-0.494806,2.09909,track,272735518
1.0293,1.6789,2.29239,track,272735518
1.39562,-0.288417,2.45853,track,272735518
0.809238,-0.425958,2.47016,track,272735518
0.855244,1.55749,2.86438,track,272735518
0.985026,1.65426,2.84298,track,272735518
0.772233,0.118378,3.09116,track,272735518
1.02371,-1.3498,3.04992,track,272735518
1.56599,2.38739,-3.112,track,272735518
1.17603,2.31601,-2.04503,track,272735518
1.27656,2.65976,0.964202,track,272735518
1.60244,2.21122,1.66285,track,272735518
1.1421,2.53497,1.80739,track,272735518
1.07913,-2.064,-2.38502,track,272735518
1.80076,-1.84759,-0.00709237,track,272735518
1.27728,0.428828,-2.17986,track,272735518
1.20322,-0.755169,-1.73437,track,272735518
3.80041,-0.248079,-2.0257,track,272735518
2.20611,-0.390249,-2.79487,track,272735518
0.855481,1.44059,-2.23782,track,272735518
0.97526,1.33931,-1.25217,track,272735518
0.782394,-1.16747,1.74915,track,272735518
1.49911,-0.46589,2.90954,track,272735518
1.12315,-1.3053,-0.00999823,track,272735518
1.33971,-1.00408,0.987491,track,272735518
1.47842,0.0400796,2.99646,track,272735518
0.752234,-0.159693,2.91166,track,272735518
0.779488,-1.54893,0.145451,track,272735518
1.11262,0.372999,0.208623,track,272735518
3.03665,2.61433,2.00583,track,272735518
1.43588,-2.2423,-3.06634,track,272735518
5.19035,-1.31351,1.89976,track,272735518
1.27161,2.21811,3.00389,track,272735518
1.29825,2.14952,-2.0797,track,272735518
1.76745,-1.82264,-1.25401,track,272735518
1.4753,-2.1701,2.90898,track,272735518
0.976417,0.0419009,0.405402,track,272735518
1.00157,0.0990937,-3.12741,track,272735518
0.908118,1.62975,-1.89205,track,272735518
1.01606,-1.48239,-2.53318,track,272735518
0.732404,-1.6921,-1.89961,track,272735518
1.31783,-0.294843,2.5637,tau,272744622
0.707353,0.768547,-0.252224,tau,272744622
20.5864,1.99047,-2.74183,tau,272744622
1.90552,-0.526985,1.45997,tau,272744622
14.7047,-1.31784,-0.73055,tau,272744622
1.99755,0.948571,2.93655,tau,272744622
58.8176,0.817826,0.770794,tau,272744622
68.8553,-1.20309,-2.69151,tau,272744622
2.77836,1.18409,2.24407,tau,272744622
2.28589,1.76365,2.91381,tau,272744622
3.07499,0.431184,2.71896,tau,272744622
15.0591,-1.57477,1.1114,tau,272744622
6.90449,-1.23238,2.47099,tau,272744622
7.10524,-3.95083,0.048723,tau,272744622
7.59423,-3.0554,-1.12104,tau,272744622
11.3494,4.18578,-0.370292,tau,272744622
7.77281,2.91678,-0.275161,tau,272744622
7.95669,-2.82611,-2.88918,tau,272744622
8.11503,-0.742415,-1.10109,tau,272744622
8.69678,3.76708,-1.13188,tau,272744622
8.71771,-3.89578,3.05518,tau,272744622
9.82187,2.34375,0.692565,tau,272744622
10.2158,-4.02816,-1.41197,tau,272744622
3.14993,-4.82078,-2.68466,tau,272744622
4.79315,2.83755,3.0111,tau,272744622
3.16406,-2.04354,2.37788,tau,272744622
3.61464,3.42933,2.39298,tau,272744622
3.72449,-0.889215,-0.212092,tau,272744622
3.76847,4.33345,0.773428,tau,272744622
3.82146,4.24264,-2.36814,tau,272744622
3.87622,-4.08663,-2.28053,tau,272744622
3.8832,-3.93601,2.01487,tau,272744622
4.72006,2.91682,1.92535,tau,272744622
6.88814,-3.14756,2.31088,tau,272744622
4.91849,-3.412,-0.265655,tau,272744622
4.94166,-4.15643,1.20961,tau,272744622
5.34681,2.95058,1.21187,tau,272744622
5.37888,2.9102,0.277019,tau,272744622
5.80381,-4.47665,2.59402,tau,272744622
6.14406,-2.45943,0.490264,tau,272744622
6.19635,3.04334,-2.43024,tau,272744622
6.2696,-3.27706,0.896339,tau,272744622
24.5652,2.85975,-0.916081,tau,272744622
14.6835,3.75979,0.0859092,tau,272744622
13.4344,-3.12067,-1.98464,tau,272744622
0.771244,1.75868,-2.31511,tau,272744622
2.78499,-0.93521,-1.95546,tau,272744622
0.501135,1.11965,1.38324,tau,272744622
1.10162,-2.33222,2.76114,tau,272744622
0.87963,-0.893844,0.826777,tau,272744622
2.91064,0.143765,-1.31462,tau,272744622
1.1499,-2.4873,1.30183,tau,272744622
1.1081,1.19263,-0.710293,tau,272744622
1.88702,0.510464,-2.4192,tau,272744622
0.61022,1.7334,2.1555,tau,272744622
1.45836,-1.68332,-1.76366,tau,272744622
0.769237,-1.22836,1.69662,tau,272744622
1.62997,1.69362,0.196887,tau,272744622
0.611233,0.0557585,0.902418,tau,272744622
9.93392,-1.30926,-0.690064,photon,272744622
3.59232,0.954008,-3.03782,track,272744622
1.32705,1.04938,-3.04209,track,272744622
0.896086,-1.06814,-2.7546,track,272744622
9.04539,-1.30319,-2.7457,track,272744622
1.41092,-1.39321,-2.68356,track,272744622
68.8553,-1.20309,-2.69151,track,272744622
12.6948,-1.22576,-2.685,track,272744622
10.4029,-1.25849,-2.6518,track,272744622
0.920331,-1.14414,-2.46098,track,272744622
0.831015,0.922134,-2.41748,track,272744622
0.883654,-1.72859,-1.65981,track,272744622
0.803688,1.50142,-1.61822,track,272744622
1.8479,0.185496,-1.3363,track,272744622
0.821851,0.339512,-1.25648,track,272744622
1.74925,-0.132874,-1.18117,track,272744622
0.793372,0.0492018,-0.965325,track,272744622
1.37642,-0.908252,-0.956029,track,272744622
5.27168,-1.28729,-0.716654,track,272744622
2.26984,-1.4291,-0.73716,track,272744622
1.08051,1.69818,-0.611707,track,272744622
0.934981,1.21249,-0.495377,track,272744622
0.940981,0.699774,-0.345816,track,272744622
0.853494,-1.41514,0.157771,track,272744622
3.00837,0.685372,0.619868,track,272744622
0.766662,0.623477,0.721377,track,272744622
8.23254,0.846741,0.691435,track,272744622
42.5966,0.811955,0.772161,track,272744622
0.772487,-0.720238,1.40808,track,272744622
1.60206,-0.517832,1.43493,track,272744622
2.06717,-1.52035,1.45266,track,272744622
0.8084,-0.599012,1.74738,track,272744622
0.819993,0.88963,1.83033,track,272744622
0.846204,0.922442,1.94953,track,272744622
1.23506,1.10666,2.40812,track,272744622
1.05851,-0.269203,2.39601,track,272744622
1.31783,-0.294843,2.5637,track,272744622
1.83503,0.545903,2.67142,track,272744622
1.66501,1.46857,2.70488,track,272744622
1.53141,0.143202,2.81762,track,272744622
4.51958,0.974666,2.8127,track,272744622
1.2754,-0.42928,2.80381,track,272744622
1.22294,1.59477,2.87047,track,272744622
1.99755,0.948571,2.93655,track,272744622
2.83493,0.676103,3.04092,track,272744622
1.03959,-2.04445,2.99493,track,272744622
1.61862,1.89634,-2.79427,track,272744622
20.5864,1.99047,-2.74183,track,272744622
2.01545,2.16271,-1.86409,track,272744622
1.53978,1.93432,2.81485,track,272744622
1.17659,-2.39296,-1.56674,track,272744622
0.998909,-2.41446,0.601186,track,272744622
1.1499,-2.4873,1.30183,track,272744622
1.10162,-2.33222,2.76114,track,272744622
1.90552,-0.526985,1.45997,track,272744622
1.11837,1.19057,3.06547,track,272744622
1.62997,1.69362,0.196887,track,272744622
13.3715,0.832452,0.746939,track,272744622
2.91694,-1.25172,1.37893,track,272744622
1.45836,-1.68332,-1.76366,track,272744622
11.6088,-1.31823,-0.744438,track,272744622
1.25537,2.31149,-0.484429,track,272744622
1.32143,1.34645,2.39614,track,272744622
1.03276,0.842193,1.07631,track,272744622
1.3461,-0.800183,1.54618,track,272744622
0.839653,0.464237,-2.13063,track,272744622
1.1081,1.19263,-0.710293,track,272744622
0.808324,-0.603399,1.51395,track,272744622
1.20117,0.533597,2.69393,track,272744622
1.33315,0.464279,2.1362,track,272744622
1.5111,0.263498,0.210859,track,272744622
1.34483,0.615039,2.41242,track,272744622
0.87963,-0.893844,0.826777,track,272744622
1.0657,-2.13985,3.03002,track,272744622
2.05575,-1.26016,1.13668,track,272744622
1.79526,1.55506,-1.84432,track,272744622
1.19201,1.86522,2.22999,track,272744622
1.05323,-1.77059,1.44858,track,272744622
0.732737,0.315937,-1.41728,track,272744622
1.30013,-0.921081,-1.06453,track,272744622
1.40106,-0.941821,-0.237417,track,272744622
2.43031,-1.54356,1.27098,track,272744622
1.01985,-1.89689,0.656882,track,272744622
54.8285,-1.05321,0.690806,electron,272801966
2.03038,0.970794,-2.11737,tau,272801966
2.77849,-1.77683,-1.42986,tau,272801966
54.808,-1.03754,0.677474,tau,272801966
1.71344,1.24707,1.96696,tau,272801966
1.19485,0.462779,0.675646,tau,272801966
0.6161,-0.831799,-0.133865,tau,272801966
45.1538,0.355213,-2.50762,tau,272801966
4.37961,-1.24751,-2.30323,tau,272801966
6.89309,2.63037,-0.992009,tau,272801966
4.52999,-1.51087,-0.640412,tau,272801966
1.90563,-0.484648,2.78798,tau,272801966
4.32145,0.608903,-1.31353,tau,272801966
6.53942,-1.65826,1.94896,tau,272801966
6.07959,3.98884,0.903785,tau,272801966
6.28374,4.0238,2.75094,tau,272801966
4.4856,1.3382,-2.68993,tau,272801966
5.9853,3.01861,2.62626,tau,272801966
12.9014,0.734414,2.44449,tau,272801966
6.92208,-2.88934,-1.5288,tau,272801966
7.23195,-3.46215,-1.26504,tau,272801966
7.74155,3.07836,0.966396,tau,272801966
10.3195,-3.04501,-0.0298691,tau,272801966
5.78713,4.22869,1.8846,tau,272801966
3.52063,2.65857,1.73215,tau,272801966
3.68399,2.73691,-2.49013,tau,272801966
4.12084,-4.08419,1.05702,tau,272801966
4.14396,-2.40862,-0.835982,tau,272801966
4.37639,-3.39517,-2.32036,tau,272801966
4.41938,2.35478,3.08388,tau,272801966
4.61797,4.19379,-2.65716,tau,272801966
5.37918,3.63966,0.098152,tau,272801966
4.98135,-3.26077,1.59469,tau,272801966
4.97726,3.62018,-0.748668,tau,272801966
1.73743,1.49132,2.76996,tau,272801966
0.811543,-0.265153,2.03432,tau,272801966
0.838589,1.89421,1.0287,tau,272801966
0.520033,-1.23629,-3.08934,tau,272801966
0.721273,-0.636332,-1.19708,tau,272801966
0.711148,2.31851,0.0692547,tau,272801966
1.56367,-1.04573,2.58914,tau,272801966
1.16467,-2.03005,1.24843,tau,272801966
1.32068,-0.49418,1.80177,tau,272801966
1.17196,1.18181,-0.290306,tau,272801966
2.66395,0.0710816,2.93357,tau,272801966
1.18882,0.146941,1.13267,tau,272801966
2.52197,1.48621,-1.11042,tau,272801966
1.36092,-1.91855,2.62685,tau,272801966
1.28063,0.555761,-0.716304,tau,272801966
1.55908,0.412576,-1.89488,tau,272801966
54.9195,-1.03534,0.687792,photon,272801966
0.821998,0.234533,-3.02865,track,272801966
0.928525,0.23925,-2.82913,track,272801966
1.31119,-0.815105,-2.7684,track,272801966
1.1861,-1.56425,-2.57123,track,272801966
1.3066,-0.928672,-2.50372,track,272801966
24.2393,0.358705,-2.52254,track,272801966
3.13142,0.404764,-2.48295,track,272801966
7.92185,0.334635,-2.47601,track,272801966
0.838305,0.134907,-2.41789,track,272801966
1.03699,1.2716,-2.39813,track,272801966
1.27911,0.254103,-2.36244,track,272801966
0.8744,-1.34366,-2.34471,track,272801966
1.3977,0.947961,-2.21313,track,272801966
0.873648,-1.23154,-2.19693,track,272801966
2.03038,0.970794,-2.11737,track,272801966
1.5172,0.331539,-2.07946,track,272801966
2.03801,-1.14832,-2.01757,track,272801966
1.51813,0.783741,-2.00287,track,272801966
1.18537,0.0610958,-1.91783,track,272801966
1.55908,0.412576,-1.89488,track,272801966
1.44508,0.159983,-1.8014,track,272801966
1.46082,0.533373,-1.67635,track,272801966
0.764311,-1.6177,-1.75375,track,272801966
1.03883,0.32734,-1.56766,track,272801966
0.950467,1.45249,-1.44427,track,272801966
0.843715,0.46536,-1.37822,track,272801966
1.06357,0.56091,-1.1513,track,272801966
0.797741,1.47186,-1.14285,track,272801966
2.10032,0.715451,-0.933237,track,272801966
1.47809,-1.30163,-0.733377,track,272801966
1.28063,0.555761,-0.716304,track,272801966
1.39615,-1.84319,-0.741497,track,272801966
1.69226,-1.3219,-0.475325,track,272801966
1.09834,1.42419,-0.334852,track,272801966
1.17196,1.18181,-0.290306,track,272801966
1.07226,0.320528,-0.180514,track,272801966
1.05379,-0.922245,-0.107899,track,272801966
0.895593,1.51668,0.0742343,track,272801966
1.40114,0.988701,0.168987,track,272801966
1.09918,0.650688,0.325842,track,272801966
0.895206,0.269401,0.445829,track,272801966
0.775076,-1.04401,0.527628,track,272801966
0.911589,1.29386,0.63288,track,272801966
1.19485,0.462779,0.675646,track,272801966
1.59868,-1.17614,0.656723,track,272801966
5.90004,-1.05336,0.690459,track,272801966
1.68606,-0.879681,1.05968,track,272801966
1.18882,0.146941,1.13267,track,272801966
1.16467,-2.03005,1.24843,track,272801966
0.831204,1.56437,1.29136,track,272801966
0.814869,-0.517062,1.45513,track,272801966
1.06122,-1.24241,1.67018,track,272801966
1.48223,1.14729,1.64301,track,272801966
1.37021,-1.68662,1.75305,track,272801966
1.32068,-0.49418,1.80177,track,272801966
1.4847,-1.95309,1.8319,track,272801966
1.03995,-1.72845,1.92273,track,272801966
1.71344,1.24707,1.96696,track,272801966
1.15337,-0.839974,2.00005,track,272801966
1.04123,1.0946,2.03485,track,272801966
3.74681,-1.4844,2.06669,track,272801966
0.811543,-0.265153,2.03432,track,272801966
0.965202,1.17072,2.07933,track,272801966
0.816591,0.273228,2.38166,track,272801966
0.860251,-1.81415,2.41598,track,272801966
0.817525,-0.403545,2.34314,track,272801966
1.38086,-1.60552,2.54018,track,272801966
1.56367,-1.04573,2.58914,track,272801966
1.73743,1.49132,2.76996,track,272801966
3.36017,-0.425231,2.85165,track,272801966
2.66395,0.0710816,2.93357,track,272801966
0.832818,0.130558,-3.11767,track,272801966
1.03384,2.50344,-0.851563,track,272801966
1.36092,-1.91855,2.62685,track,272801966
1.18249,-0.886121,-0.202184,track,272801966
0.840331,-0.611217,0.137781,track,272801966
1.33187,1.55708,-0.955275,track,272801966
0.800589,0.404523,-1.57004,track,272801966
1.01262,-2.38809,0.524093,track,272801966
0.82823,-1.85182,-1.09407,track,272801966
0.957571,-0.278403,0.401976,track,272801966
1.8121,-1.34548,0.80281,track,272801966
0.897021,0.205384,1.79449,track,272801966
1.39486,-1.05556,0.844124,track,272801966
2.77849,-1.77683,-1.42986,track,272801966
1.04285,2.1593,2.93216,track,272801966
0.900149,0.725236,-1.97199,track,272801966
1.26849,-1.13549,-2.33564,track,272801966
0.763259,-1.27341,1.81592,track,272801966
0.905948,-0.616865,2.74666,track,272801966
1.0074,0.757238,0.561619,track,272801966
1.02745,-1.44954,0.912159,track,272801966
3.05793,0.671125,2.2766,track,272801966
1.18103,-0.346798,-2.98576,track,272801966
1.15512,-0.913724,-0.681507,track,272801966
0.909129,-1.22286,2.52288,track,272801966
0.846839,0.585942,-0.365266,track,272801966
0.87739,-0.935778,1.45223,track,272801966
0.813954,-0.785862,2.55491,track,272801966
3.11003,0.663754,2.28976,track,272801966
0.774573,-0.358319,2.79764,track,272801966
0.799335,1.47231,1.26693,track,272801966
1.31738,-1.30545,1.92743,track,272801966
1.1744,-1.58873,1.47968,track,272801966
2.66708,-1.56635,2.07549,track,272801966
7.49092,0.0235597,-2.0844,electron,272823854
1.05169,-1.61612,-2.70244,tau,272823854
2.39362,0.662692,2.3942,tau,272823854
0.901293,1.42448,0.93522,tau,272823854
1.21214,-1.64039,2.96647,tau,272823854
4.76251,1.6762,-0.131589,tau,272823854
2.75505,-0.134777,2.80629,tau,272823854
2.29015,-0.981635,3.00808,tau,272823854
40.7172,-0.755899,0.841171,tau,272823854
1.55357,1.9521,-1.11843,tau,272823854
23.6734,0.0759096,-2.11825,tau,272823854
2.50063,-2.6134,2.39282,tau,272823854
4.87797,0.956092,-0.656126,tau,272823854
3.52117,0.588497,-1.47428,tau,272823854
6.72022,-0.627533,2.32607,tau,272823854
7.8256,-0.424985,-2.51761,tau,272823854
6.14271,-4.13142,0.632751,tau,272823854
3.00378,-0.00880071,-0.747759,tau,272823854
6.61649,-3.59326,2.05541,tau,272823854
7.05959,-3.3919,-0.452653,tau,272823854
7.87366,3.02211,2.11409,tau,272823854
7.91948,2.90448,-1.03275,tau,272823854
8.15831,2.05668,2.8847,tau,272823854
8.79729,0.421289,-2.79088,tau,272823854
9.67094,3.12446,0.155544,tau,272823854
3.38193,-3.6145,1.28195,tau,272823854
3.36694,4.3388,1.14175,tau,272823854
3.27677,1.49245,-3.11906,tau,272823854
3.26509,3.53004,-2.27229,tau,272823854
4.43725,2.49522,2.27196,tau,272823854
5.29477,-2.71806,-2.89187,tau,272823854
4.0795,-0.925449,-0.768085,tau,272823854
4.53807,-3.98092,-2.19551,tau,272823854
3.99313,4.54384,2.20261,tau,272823854
4.6865,3.66084,2.79055,tau,272823854
4.78709,2.87477,1.47129,tau,272823854
3.94014,-4.34028,-2.66796,tau,272823854
4.99404,4.28575,-2.67984,tau,272823854
5.17171,4.27525,-0.451431,tau,272823854
5.79615,1.51134,-1.63295,tau,272823854
3.66879,3.59124,-1.31526,tau,272823854
5.4035,-3.80906,2.86489,tau,272823854
5.44224,3.98141,0.483158,tau,272823854
3.52369,-4.59078,-0.43273,tau,272823854
5.61228,2.74426,-2.71941,tau,272823854
3.4674,-2.67881,-2.10212,tau,272823854
3.45978,-3.02723,0.0359079,tau,272823854
5.68181,-2.89254,-1.43994,tau,272823854
2.80872,1.64017,1.83003,tau,272823854
1.22027,-1.4579,0.57222,tau,272823854
2.29435,-2.64586,1.77121,tau,272823854
4.33834,-0.0568448,1.75564,tau,272823854
2.38903,-1.48681,2.34092,tau,272823854
1.13066,-0.0285346,0.0551033,tau,272823854
0.726386,2.24774,0.787314,tau,272823854
4.97272,-1.07592,-2.01012,tau,272823854
1.59175,-1.46908,0.856492,tau,272823854
1.87862,-0.719111,1.70574,tau,272823854
2.24278,-1.68522,-0.791081,tau,272823854
2.15288,0.0531993,-1.52582,tau,272823854
1.17502,-1.49178,3.1409,track,272823854
1.35534,0.414359,-2.84959,track,272823854
1.05169,-1.61612,-2.70244,track,272823854
0.792638,-1.55455,-2.6291,track,272823854
4.90418,-0.373326,-2.59791,track,272823854
2.29422,-0.440341,-2.39673,track,272823854
1.06543,-1.31046,-2.25785,track,272823854
1.60729,-1.34802,-2.14924,track,272823854
1.78323,-1.77542,-2.0334,track,272823854
3.49791,-1.14295,-1.96696,track,272823854
0.908512,-0.297555,-1.88109,track,272823854
0.74982,-0.248472,-1.83418,track,272823854
1.61186,-1.54476,-1.81304,track,272823854
1.27646,0.497014,-1.72908,track,272823854
0.947177,0.516011,-1.58006,track,272823854
1.61953,0.694492,-1.36681,track,272823854
0.92814,1.48681,-1.43887,track,272823854
1.41365,-1.40013,-1.19327,track,272823854
1.37946,1.38324,-1.01093,track,272823854
0.836997,-1.20178,-0.906373,track,272823854
2.24278,-1.68522,-0.791081,track,272823854
1.29358,-1.61066,-0.552521,track,272823854
1.26471,-1.58027,-0.543382,track,272823854
0.976703,-1.61107,-0.536236,track,272823854
1.07153,-1.24068,-0.368277,track,272823854
0.923055,0.691836,-0.140505,track,272823854
1.05038,1.44403,-0.14386,track,272823854
4.7625,1.6762,-0.131589,track,272823854
0.895295,-1.51641,-0.0380618,track,272823854
1.13066,-0.0285346,0.0551033,track,272823854
0.898118,-1.09003,0.169373,track,272823854
0.893296,0.0980186,0.259162,track,272823854
1.22027,-1.4579,0.57222,track,272823854
0.799085,-0.6287,0.711128,track,272823854
