pt,eta,phi,charge,pos_x,pos_y,pos_z,particle_type,event_id
4.10975,-2.3067,0.0127,-1.0,0.000705951,0.000681138,-0.0821086,electron,200766002
76.7965,-2.44768,-2.02486,0.0,0.000691433,0.000623802,0.00957464,photon,201723338
30.3485,-2.59415,-2.37618,0.0,0.000691433,0.000623802,0.00957464,photon,201723338
1.22281,1.60984,2.93615,-1.0,0.000688527,0.00050717,0.0461514,muon,201723338
5.44107,-2.42528,-1.98792,-1.0,0.00078558,0.00058152,0.00928093,muon,201723338
10.1682,-2.45128,-1.96802,-1.0,0.000732898,0.000605429,0.00969224,muon,201723338
5.8014,-2.41905,-1.96117,-1.0,0.000695932,0.00062082,0.00955709,muon,201723338
12.4221,-2.45018,-2.00202,-1.0,0.000755597,0.000593967,0.00955413,muon,201723338
1.76227,-2.40151,-1.72162,1.0,0.000817144,0.00059956,0.00769528,muon,201723338
1.13593,-1.90855,3.07254,-1.0,0.000674853,0.000112401,0.0322875,muon,201723338
0.976206,1.92406,-1.23035,1.0,-0.00194712,-0.000323476,0.0100307,muon,201723338
1.83399,-2.39369,-2.56306,-1.0,0.00777378,-0.0101933,0.00116369,muon,201723338
1.76409,-2.3487,-1.95878,1.0,-0.0149782,0.00701665,0.00408085,muon,201723338
1.17987,-2.23184,-1.77246,1.0,-0.0256899,0.00600169,-0.0706711,muon,201723338
1.76574,-2.40778,-1.83425,1.0,-0.0271577,0.00811543,-0.0355327,muon,201723338
57.5255,-1.70854,-1.45652,-1.0,0.000661288,0.000610855,0.0830497,electron,200814330
172.585,0.818691,1.58753,0.0,0.000706303,0.00060264,0.0832003,photon,200814330
121.481,-1.70681,-1.52035,0.0,0.000706303,0.00060264,0.0832003,photon,200814330
61.6304,-2.35293,-1.80126,0.0,0.000706303,0.00060264,0.0832003,photon,200814330
37.5904,-1.37956,-0.43644,0.0,0.000708986,0.000640464,0.0976928,photon,617548657
1.59721,2.29584,-0.573602,1.0,0.000660587,0.000579324,0.00255013,muon,617548657
38.9795,-0.489787,-2.34541,-1.0,0.00068907,0.000655362,-0.0862768,electron,617369121
38.5264,-0.490443,-2.32607,0.0,0.000683722,0.000628137,-0.0862448,photon,617369121
41.2783,0.175378,0.730867,0.0,0.000745818,0.000590769,0.05901,photon,273164062
25.9065,0.937937,-2.67115,0.0,0.000745818,0.000590769,0.05901,photon,273164062
11.9388,-0.396583,-2.91338,-1.0,0.000710747,0.000573,-0.092318,muon,119671113
25.6068,-0.530899,0.0578919,1.0,0.000307069,0.00742735,-0.100873,muon,119671113
1.22089,1.72512,2.13908,1.0,0.000673894,0.000587662,-0.0930332,muon,119671113
1.44858,2.15197,1.7111,1.0,0.000440169,0.000565802,-0.037918,muon,119671113
1.52217,-1.3625,2.2674,1.0,0.000674305,0.00057304,-0.0200279,muon,119671113
1.62099,1.81063,1.99674,-1.0,0.00394563,0.00206962,0.00480099,muon,119671113
2.92768,-2.15288,3.0348,1.0,0.000685748,0.000542407,-0.0265424,electron,21437999
23.1748,2.2779,1.46468,-1.0,0.000475796,0.000661149,-0.027221,electron,21437999
22.6012,2.26996,1.49969,0.0,0.00069495,0.000636673,-0.0263884,photon,21437999
1.36872,1.54121,-0.501544,1.0,2.54766e-05,-0.000589056,-0.00639148,muon,21437999
1.27333,2.35195,-1.17585,1.0,0.000917586,0.000730288,-0.00761368,muon,21437999
1.21934,1.60143,-2.71419,-1.0,0.0007305,0.000563105,-0.051361,muon,21437999
1.26019,2.29116,-2.1421,-1.0,0.00101492,0.00043607,0.10628,muon,21437999
0.964101,1.95609,-0.447942,1.0,-0.0167832,-0.0357132,-0.140961,muon,21437999
5.72275,2.46907,0.403995,1.0,0.000723338,0.00193928,-0.258099,electron,200798394
28.6143,1.97259,-1.24109,0.0,0.000692772,0.000622869,0.00530943,photon,200798394
1.68974,1.92214,2.44315,-1.0,0.000776936,0.000714111,-0.0848175,muon,200798394
2.19094,-1.58593,0.79189,-1.0,-0.00337939,0.00463899,-0.0704002,muon,120141593
8.96986,-1.22608,-1.43178,1.0,0.000603973,0.00058079,0.106082,muon,120141593
0.731574,-2.17645,0.29252,-1.0,0.000754579,0.000470559,0.0347095,muon,120141593
2.23956,-1.58399,0.801419,-1.0,-0.000312715,0.00159139,-0.0723754,muon,120141593
26.3177,1.99776,-1.80764,0.0,0.000717099,0.00062229,-0.010477,photon,643977702
1.82955,1.6035,2.81352,1.0,0.000705582,0.00057971,-0.00983919,muon,643977702
1.32887,2.073,2.84383,1.0,0.000768224,0.000779721,-0.011571,muon,643977702
45.1774,1.14917,1.99703,1.0,0.00072269,0.000613028,0.0298051,electron,652058695
45.2425,1.14891,1.99151,0.0,0.000737061,0.000605129,0.0297981,photon,652058695
42.4256,-0.493941,-1.2057,0.0,0.000737061,0.000605129,0.0297981,photon,652058695
5.53282,1.09597,-1.15424,-1.0,0.00102473,0.000737454,-0.0153533,electron,273102462
144.189,-0.836234,1.38383,0.0,0.000708602,0.000624259,-0.0153632,photon,273102462
86.5032,1.32051,-1.91092,0.0,0.000708602,0.000624259,-0.0153632,photon,273102462
51.9517,-2.79589,-2.43527,0.0,0.000728853,0.000618388,0.0307402,photon,651933278
48.5723,-2.57463,0.666392,0.0,0.000728853,0.000618388,0.0307402,photon,651933278
38.3853,0.605573,-1.89011,0.0,0.000713589,0.000617512,0.0388035,photon,652163381
19.0413,-0.910587,1.29395,0.0,0.000713589,0.000617512,0.0388035,photon,652163381
6.9224,-0.780593,1.20171,1.0,0.00160024,0.000275289,0.0329721,muon,652163381
4.67612,2.04696,-3.05581,-1.0,0.000715325,0.000683217,-0.0878821,electron,273204798
3.36274,-1.40236,-1.09101,1.0,0.000973069,0.000738031,0.0156057,electron,273204798
38.6655,0.160156,1.1578,1.0,0.000702857,0.000624165,0.0219501,electron,652427387
42.1988,1.66005,-0.501062,1.0,0.000664762,0.00050372,0.0220424,electron,652427387
38.1575,0.161183,1.13237,0.0,0.000707769,0.000606687,0.0219375,photon,652427387
9.97728,1.11333,-2.7017,0.0,0.000707769,0.000606687,0.0219375,photon,652427387
