et,eta,theta,phi
80.7905,-0.328387,1.89344,3.09334
69.2836,-2.06774,2.88999,0.340251
30.9917,1.71644,0.355612,-2.42221
25.6761,1.839,0.315314,0.858019
17.0297,-0.964075,2.41297,-0.391968
15.4802,-3.41912,3.07613,0.454778
13.7841,-0.714657,2.23139,-2.06468
12.8673,2.21536,0.217368,-0.607829
12.4886,-2.9092,3.03266,-0.899334
12.1902,-2.65665,3.00146,-2.45011
13.4054,-0.0574795,1.62824,1.33073
10.6233,-3.98842,3.10454,-1.75593
10.341,0.851633,0.806649,-1.33901
9.55022,-4.05997,3.1071,-2.60721
9.64499,1.08334,0.652719,2.37237
8.74626,2.38326,0.183978,-1.54611
8.18654,3.04537,0.0950861,1.54649
8.11972,3.77527,0.0458537,-2.03843
7.68743,4.32027,0.026591,2.59202
7.69958,-1.67305,2.77056,-2.87402
7.57208,2.32296,0.195344,2.82999
7.15539,4.11562,0.0326288,0.837841
6.88921,-1.90369,2.84573,2.35936
7.41388,0.117133,1.45393,0.420674
6.21051,-2.85968,3.02714,-1.76242
6.37177,-0.865732,2.34507,1.97248
5.74619,3.24929,0.0775645,0.132213
5.74117,-4.24857,3.11303,0.987772
5.95758,0.130714,1.44045,-0.755064
5.36992,-4.01719,3.10559,-0.417866
5.23015,1.32787,0.518167,1.61178
4.99409,4.27736,0.0277568,-0.415207
4.99176,-1.85755,2.83198,-1.79299
4.39021,-0.982001,2.42482,0.871287
4.13776,-3.98229,3.10431,2.10898
3.7396,-2.21509,2.92417,1.40205
3.65871,4.82117,0.0161143,-2.46528
3.36521,3.05754,0.0939372,-2.8649
3.05216,3.41785,0.0655425,2.34364
