pos_x,pos_y,pos_z
0.0345344,0.0160695,0.0905897
0.304944,0.12001,0.583263
0.582638,0.193499,1.0667
0.865149,0.237761,1.54218
1.1506,0.254205,2.01077
1.43773,0.244231,2.47327
1.7257,0.208533,2.93018
2.01375,0.146686,3.38172
2.30057,0.0568947,3.82807
2.58237,-0.0658503,4.26979
2.85207,-0.228258,4.70844
3.05793,-0.456589,5.16015
3.18102,-0.734858,5.63602
3.26627,-1.01434,6.12736
3.34611,-1.26101,6.62763
3.42161,-1.4842,7.13449
3.5001,-1.67685,7.64634
3.60418,-1.79775,8.1622
3.71309,-1.90304,8.67924
3.85846,-1.94271,9.19452
4.02642,-1.94526,9.708
