pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
2.606,1,0.000747443,0.000531257,0.0270701,0.439082,1.30488,0
1.62851,-1,0.000688862,0.000635874,0.0626534,0.676053,1.94598,0
0.952592,1,0.000292914,0.000343765,0.061249,2.11182,2.25831,0
