et,eta,theta,phi
33.5623,0.973883,0.722121,-2.4549
32.1885,0.761809,0.873508,2.00889
25.9358,-3.06745,3.04858,-1.92761
25.7822,1.18888,0.591276,0.0539138
27.064,-0.404087,1.96432,2.9332
23.8874,3.57153,0.0562108,1.48205
24.4225,-1.28863,2.60366,0.239599
23.2003,-1.70156,2.78076,-1.40593
22.5506,2.39318,0.182172,1.83952
21.0415,2.99724,0.0997665,-3.03657
19.1833,2.05061,0.255906,-2.12302
18.8634,-1.53777,2.71831,-2.68787
18.1546,-4.32985,3.11526,-2.26604
19.3418,-0.313655,1.87943,-0.450219
16.3962,3.21159,0.0805417,0.126653
17.3672,0.724142,0.902731,-0.987555
16.3467,2.07337,0.250208,0.547679
17.0268,-0.755984,2.26361,1.12382
16.6062,0.551171,1.04558,1.00831
15.1383,-2.89847,3.03149,1.73436
15.0525,-3.14884,3.05584,0.0162565
14.789,3.28504,0.0748434,-1.81949
14.4416,4.40237,0.0244952,2.01447
13.8271,-3.1759,3.05813,2.71854
12.8635,-3.86404,3.09963,1.07456
12.8395,3.12244,0.0880426,-0.803348
11.4992,-3.57715,3.0857,-0.920521
11.0332,-2.16085,2.91215,2.46881
10.5705,-2.56693,2.98835,-2.59147
10.4683,2.06377,0.252596,-0.52904
10.4445,1.46675,0.453418,2.80712
10.2462,4.26975,0.0279688,-0.701786
9.54967,-1.28557,2.60208,2.26505
9.27786,-2.20614,2.92223,0.434187
8.82318,4.13582,0.0319763,-2.80826
9.18034,-0.726508,2.24072,-2.16113
8.0356,-4.5866,3.12122,0.451936
7.4479,-4.0995,3.10843,2.21454
7.00504,-3.752,3.09466,-2.97371
6.30114,-1.52929,2.71481,-0.594613
6.51085,0.287987,1.28671,-2.16586
5.575,-1.87619,2.83761,1.53726
5.31328,4.78389,0.0167264,-1.82573
5.17975,2.82691,0.118252,2.38613
5.0606,-4.58713,3.12123,-1.17311
4.67049,4.4343,0.0237257,0.737059
4.44324,1.44132,0.464683,1.41248
3.89823,4.89012,0.0150407,2.90641
4.03826,-0.449332,2.00573,-1.27526
3.76973,-4.84741,3.1259,3.10268
3.30143,-2.92598,3.03447,0.909841
3.14551,-2.52855,2.98238,-0.877211
