eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
0.333151,3.10829,2.9298,-1,0,0,0,1,0,0,0,1.13312,,-999,0,0,,,1
0.759385,0.200271,1.56661,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
0.616984,1.82148,1.90002,1,0,0.547004,0,1,0,0,0,0.299085,,-999,0,0,,,1
-1.21766,-0.709943,1.98405,1,0,0.608503,0.515778,0.544547,0.250893,0.250893,0.250893,0.299972,,-999,0,0,,,1
-1.36765,-1.37824,0.65828,-1,1.19669,0,0.561382,0,1.29468,0.664734,0,0,,-999,0,0,,,1
-0.951625,1.12368,1.22326,1,0,1.9529,0,1,0,0,0,0,,-999,0,0,,,1
-0.712024,1.65894,2.12643,-1,0.75129,1.44146,0.790759,0.712651,0.701383,0.359203,0.34218,1,,-999,0,0,,,1
1.79302,-0.212773,2.62767,1,2.4836,0,0,1,0,0,0,1.16941,,-999,0,0,,,1
-0.686286,-1.63333,2.2653,1,8.46865,0,0.561382,0.718782,0.766029,0.458638,0,1.95794,,-999,0,0,,,1
-0.191977,2.46397,6.35035,-1,11.1151,2.51119,2.59125,0.540909,2.03112,0.77287,0.737732,2.39309,,-999,0,0,,,1
-0.0746982,-1.75716,13.8805,1,28.2639,1.00878,3.06558,0.794545,0.587668,0.24865,0,2.26722,,-0.657797,0,0,,,1
1.99055,1.65305,38.6374,1,24.8173,14.1552,16.6119,0.499523,1.55071,0.618905,1.20683,1.14321,,-999,0,0,,,1
0.0406264,-1.0401,89.7085,1,33.581,8.99837,12.8241,0.682993,3.44973,0.999588,2.99239,7.00266,,-999,0,0,,,1
-0.330072,-2.45778,2.13658,-1,0,0.657791,1.09892,0.623531,1.51502,1.51502,0,0,,-999,0,0,,,1
2.22713,-3.1309,5.28102,-1,2.48902,0,2.32867,0.194514,2.77761,0.939016,1.39303,0.531528,,-999,0,0,,,1
-0.496626,-0.234965,2.22182,1,4.476,0,1.99861,0.306899,2.98243,1.88077,1.10167,0,,-999,0,0,,,1
2.84844,1.71979,5.98652,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.83369,1.19901,4.45604,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.319283,-2.62336,3.27697,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.92543,0.471425,3.2898,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.99347,-3.02065,3.29985,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.68662,-1.66156,3.3542,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.678102,2.43264,3.36025,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.25742,-2.1036,3.65856,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.9994,-1.04281,3.68869,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.93982,-0.852157,3.71514,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.35262,-0.0592258,3.73522,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.85971,-0.25068,4.08957,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.93043,2.26485,4.16524,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.35691,1.97803,4.26241,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.23705,2.28175,4.38164,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
