energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
262.717,-1.234,-0.618497,0.914993,0.621995,-2.67697,undefined,0.0163308,0.0689487,263.848,0
128.429,1.22329,0.665883,0.59819,0.417278,0.498485,undefined,0.0108978,0.0178285,129.697,0
51.9272,-1.25518,-0.552704,0.991632,0.671437,-2.7268,undefined,0.0143991,0.116917,51.3172,0
31.7778,1.2424,0.571363,-0.484146,-0.347034,0.431045,undefined,0.0202652,0.0588037,31.6346,0
12.1254,-1.20636,-0.637264,0.616371,0.437668,-2.6556,undefined,0.0183653,0.0829007,11.8685,0
13.272,-0.908907,-1.01187,1.6733,1.03519,-2.30264,undefined,0.0128209,0.0409618,12.6134,0
8.48784,-0.922869,-0.974504,1.5087,0.966459,-2.32899,undefined,0.0150535,0.0955345,8.10837,0
5.50125,1.1167,0.798606,0.496442,0.354157,0.620821,undefined,0.0130033,0.0162076,5.38776,0
11.1247,0.288979,1.30162,2.47783,1.37845,1.35233,undefined,0.0148513,0.0797857,10.5061,0
4.85064,0.999109,0.924739,-0.559316,-0.400085,0.746761,undefined,0.0208354,0.070537,4.86903,0
5.81409,-0.836201,1.07606,-1.20708,-0.798244,2.23141,undefined,0.0125305,0.0117012,5.62273,0
4.04959,1.1705,0.693063,-0.0569715,-0.0418693,0.534595,undefined,0.0177401,0.0651778,4.07722,0
4.66444,-1.3645,-0.119547,0.957751,0.652032,-3.0542,undefined,0.0172227,0.0204213,4.67626,0
3.83758,-0.896786,-1.03307,-0.534581,-0.381454,-2.28569,undefined,0.0212431,0.0118986,3.86945,0
3.34389,-1.35205,0.0270344,-0.0494313,-0.036545,3.1216,undefined,0.0186691,0.120307,3.35217,0
3.71844,1.14895,0.726505,-0.618891,-0.440857,0.563847,undefined,0.0151037,0.0124423,3.5721,0
3.35181,1.17906,0.677613,0.757803,0.531822,0.521615,undefined,0.0168208,0.030916,3.3729,0
4.51811,1.17461,-0.647961,1.67391,1.04623,-0.5041,undefined,0.00997298,0.0931939,4.39768,0
3.49492,-1.25038,-0.489091,1.08931,0.741486,-2.76874,undefined,0.0153832,0.122137,3.48163,0
4.3694,-0.992531,0.903619,-2.16305,-1.25506,2.40305,undefined,0.0121614,0.0167124,4.37526,0
1.93071,1.15038,0.730389,0.283021,0.206232,0.565695,undefined,0.0108685,0.00527746,1.95469,0
1.89848,-1.22055,-0.587008,1.26521,0.83405,-2.69331,undefined,0.00977295,0.00209405,1.91952,0
