et,eta,theta,phi
544.351,0.736355,0.89318,-2.64009
408.691,0.458634,1.12744,0.490422
192.129,-0.371774,1.93429,0.451114
73.5048,1.31643,0.523862,-0.529886
60.391,1.87119,0.305483,2.42525
57.1252,2.87346,0.112886,0.222395
58.4037,-1.33761,2.62823,-0.621789
58.8193,-0.706219,2.22471,2.43085
51.5258,1.53168,0.425793,1.28176
47.1997,3.52129,0.0591056,-2.50564
49.8586,0.660322,0.953813,2.47923
43.3691,-1.65037,2.76225,0.563345
39.4503,3.07026,0.0927519,2.6616
40.8063,-0.999551,2.43627,-2.7702
37.4671,-2.91532,3.03332,0.306084
39.113,-0.229688,1.79849,-1.88218
33.6899,-3.24424,3.06364,-0.978617
33.0524,-2.9351,3.03544,2.16124
30.4173,-2.90737,3.03246,-2.33734
30.327,3.80494,0.0445138,1.06594
30.6825,1.12379,0.628548,-1.66256
28.4616,2.17968,0.225198,-0.851289
27.2598,1.95578,0.281043,-2.89071
26.6798,-4.11469,3.10893,-2.07896
26.3557,4.17707,0.0306843,-1.75985
29.0747,-0.0149628,1.58576,-0.633366
25.778,3.37306,0.0685422,-0.884638
24.9095,-1.76459,2.80237,-1.9213
23.1866,4.12863,0.032207,2.33917
23.3208,-1.08657,2.49083,1.53528
21.2977,-4.03801,3.10633,1.98097
20.9087,-2.8688,3.02818,2.93592
19.8429,0.450264,1.13502,1.49999
18.5647,-4.3884,3.11675,-0.556253
17.9758,-3.10853,3.05232,1.18314
17.8998,-4.1875,3.11123,3.08653
16.9881,1.69804,0.362075,0.291318
16.7708,-1.76696,2.80316,2.95532
16.364,4.14837,0.0315776,-0.166969
15.1761,4.36523,0.0254222,-2.90519
14.9298,2.86907,0.113382,1.64444
13.7213,-2.38327,2.95762,-0.494748
12.8145,-4.37377,3.11639,0.784809
11.5386,-0.0509205,1.62169,-3.14068
10.8614,-2.03751,2.88235,1.66148
8.67547,4.81499,0.0162143,1.33587
7.58658,-0.849934,2.33372,-1.39908
7.03412,4.93189,0.0144254,-1.2149
6.88209,2.9148,0.108324,-1.77737
6.87811,-4.9444,3.12735,2.29319
6.48065,-4.98451,3.12791,-2.64073
6.43556,5.03654,0.0129922,2.57824
6.1137,0.42535,1.15772,-1.25853
5.5226,2.1704,0.227279,-1.69077
5.30957,-4.9,3.1267,-1.41271
5.03943,4.85546,0.0155712,0.302539
4.07436,-3.74128,3.09415,0.105665
