isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000678203,0.00061452,-0.0805266,1.24987e-05,7.07831e-06,6.51788e-06,63.7965,69.6498
1,0,0.000697862,0.000626197,-0.0213824,1.48777e-05,1.54465e-05,1.72043e-05,105.386,146.919
1,0,0.000687581,0.000634846,-0.0747092,1.74549e-05,1.68471e-05,2.58688e-05,60.9129,74.057
1,0,0.000709721,0.000629178,-0.00395857,2.33201e-05,2.09101e-05,3.09509e-05,63.0915,74.7307
1,0,0.000745593,0.000591266,0.0726898,2.26545e-05,2.14546e-05,2.79188e-05,70.5113,82.8113
1,0,0.000697109,0.000621007,-0.0184328,2.46997e-05,2.39241e-05,3.22482e-05,52.6301,52.4719
1,0,0.000699649,0.000638995,0.0296096,2.6276e-05,2.79923e-05,3.65813e-05,71.1255,100.766
1,0,0.000722204,0.00062147,0.0342554,2.71476e-05,2.58335e-05,3.26798e-05,68.8044,60.2127
1,0,0.000678872,0.00061805,0.0129618,2.92234e-05,3.60689e-05,3.96672e-05,28.7211,52.7701
1,0,0.000784071,0.000549344,0.0384784,3.91656e-05,3.27743e-05,4.67859e-05,26.3988,37.3649
1,0,0.000701847,0.00063223,0.0038183,2.69264e-05,3.52628e-05,3.61307e-05,37.9281,54.2034
1,0,0.000682247,0.00057337,0.0201006,3.66093e-05,2.71326e-05,3.28436e-05,44.9434,44.993
1,0,0.000726162,0.000664676,-0.0327092,4.15318e-05,3.47377e-05,3.89014e-05,41.3822,46.6262
1,0,0.000700565,0.000667443,-0.0785363,3.94596e-05,3.2548e-05,3.46309e-05,12.9211,18.351
1,0,0.00079668,0.000787708,0.0855081,5.67021e-05,4.55171e-05,6.13411e-05,32.1793,26.6286
1,0,0.000693316,0.000621563,0.0470114,7.31315e-05,5.15757e-05,6.68586e-05,27.675,27.263
1,0,0.000732971,0.000636269,-0.0193538,6.50931e-05,6.45867e-05,7.53726e-05,18.7681,23.8429
1,0,0.000658354,0.000641276,0.080694,7.66762e-05,7.29421e-05,0.000100872,9.02919,12.5161
1,0,0.000704097,0.000802254,-0.0947236,7.91912e-05,9.09033e-05,9.46563e-05,7.50657,10.6742
1,0,0.000845906,0.000664739,0.0142013,7.92662e-05,7.69431e-05,0.00012749,16.1172,23.6638
1,0,0.000528339,0.000580462,0.0579434,8.99498e-05,6.12259e-05,8.90641e-05,0.517927,4.87351
1,0,0.00077623,0.00061573,0.00820384,0.000109682,8.36366e-05,0.000113962,7.20115,14.5662
1,0,0.000939479,-0.000378094,0.0993034,0.00049733,0.000505091,0.00125842,2.46767,2.81637
