pos_1_x,pos_1_y,pos_1_z,dir_1_x,dir_1_y,dir_1_z,pos_2_x,pos_2_y,pos_2_z,dir_2_x,dir_2_y,dir_2_z
0.000713929,0.000637795,-0.0733479,-1.03047,-0.076757,-0.106579,-0.820064,-0.976563,-0.214637,0.102507,-1.00483,-0.0998565
0.000763347,0.000518992,0.0212934,-0.96189,-0.390404,3.09733,-0.566695,-0.813806,3.16813,-0.0358182,-0.944304,2.8612
0.000841174,0.000498463,0.0490651,-0.691767,-0.670137,-1.98244,-1.26737,0.141245,-3.02126,-0.474584,0.726887,-1.8602
0.000674074,0.00064714,-0.0014382,-0.954438,-1.71344,-0.673904,-0.992062,-0.801255,-0.452304,-1.84396,-0.557273,-0.664834
0.00071203,0.000625436,0.0206507,-0.660552,-1.29748,1.71258,0.069949,-1.2733,1.58901,0.778498,-1.19231,1.67294
0.000752102,0.00061135,0.0208017,-0.258559,-0.86846,-2.11826,-1.10186,-0.497302,-3.16813,-0.728942,0.338981,-1.90097
0.000842498,0.000584048,0.0311054,-0.370915,-1.24122,0.71791,-0.995788,-0.79662,0.793509,-1.25503,-0.0797059,0.710064
0.000618345,0.00065961,-0.00238939,-0.31053,-0.827225,-2.79281,0.268401,-0.884708,-3.16813,0.63616,-0.476401,-2.56525
0.000586727,0.000653977,-0.0162891,-0.536391,-2.22403,4.01185,0.114923,-1.27003,2.2586,0.902682,-2.03965,3.91157
0.000210864,0.000707939,0.0163775,-0.196187,-1.1469,2.17345,-0.950873,-0.84972,2.58424,-1.13044,-0.0715169,2.12793
0.00078174,0.000605865,0.0312344,-0.412754,-1.74545,0.322212,0.242365,-1.25198,0.274986,1.01801,-1.44178,0.330792
0.000782446,0.00061615,0.0209062,-0.113914,-1.67977,-2.40849,0.475965,-1.18307,-1.86875,1.21575,-1.11287,-2.36536
0.00058443,0.000631248,-0.0162022,-0.0753841,-1.09246,-2.65892,0.675326,-0.982932,-3.16813,0.949974,-0.30588,-2.47494
0.000677063,0.000609479,0.0209492,0.194899,-0.820375,-1.41439,1.22638,-0.349533,-2.57937,0.568014,0.562819,-1.36432
0.000944742,0.000677953,0.0206253,0.232902,-0.898034,-0.59187,1.18056,-0.48215,-0.935657,0.745822,0.47158,-0.574225
0.000433826,0.000544016,-0.0276044,0.281296,-1.01938,3.71095,0.592823,-0.642934,3.16813,0.955585,-0.365675,3.623
0.000723031,0.000619723,0.0312009,1.05077,-2.012,-1.29012,0.924947,-0.877878,-0.709352,2.03631,-0.934896,-1.27995
0.000755027,0.000639236,0.0206612,1.55612,-2.68504,-1.64616,0.362093,-1.22273,-0.661749,0.149422,-3.06841,-1.62799
0.000815665,0.000679571,0.0206808,0.719125,-1.13214,0.68113,-0.0143156,-1.27514,0.700415,-0.736147,-1.08756,0.659878
0.000562085,0.000494942,-0.00166685,0.648419,-0.813216,-3.2134,0.113465,-0.965428,-3.16813,-0.402232,-0.883387,-3.02436
0.000748583,0.000636852,0.031398,0.508823,-0.758011,-0.839993,1.27397,-0.0563837,-1.32877,0.551727,0.691424,-0.815365
0.000669586,0.000575526,-0.0733165,0.973339,-0.898262,0.272202,0.300933,-1.2392,0.203599,-0.450786,-1.22162,0.266788
0.000923493,0.000806382,0.0211648,0.64096,-0.692692,1.39698,1.27143,0.0982215,2.20003,0.488605,0.738659,1.33128
0.000738601,0.000644792,-0.0261935,0.692302,-0.619526,3.23547,0.235175,-0.842478,3.16813,-0.242412,-0.821103,2.96496
0.000717292,0.000608868,0.048615,1.16565,-0.826514,3.21584,0.515017,-1.1666,3.08062,-0.148726,-1.32738,3.04565
0.000656447,0.000524508,0.0207232,0.788085,-0.541715,0.957257,1.2235,0.359484,1.48983,0.349742,0.847774,0.928662
0.000682309,0.000544375,0.0307562,1.09742,-0.592802,-2.55772,0.557404,-1.14695,-2.77984,-0.194585,-1.18486,-2.51283
0.000766527,0.000713956,0.0213941,0.807418,-0.38091,1.54016,0.213093,-1.25729,2.59573,-0.604337,-0.590817,1.47468
0.000809669,0.000810063,-0.0731491,1.83175,-0.935921,-1.78684,1.2675,-0.14015,-1.1956,1.95876,0.505265,-1.74169
0.00074512,0.000673734,0.00537809,1.37269,-0.625952,-3.50012,1.27221,0.0876418,-3.07177,1.22843,0.759916,-3.36733
0.000791626,0.000546192,0.0206547,0.684238,0.641371,-1.41072,1.26343,-0.172996,-2.1726,0.472383,-0.776964,-1.37903
0.000704037,0.000629882,0.00542883,1.26602,2.41216,-3.91884,0.872293,0.930217,-1.85282,2.27254,1.3861,-3.83683
0.000751401,0.000609485,0.0206456,0.667568,1.8111,-0.567532,0.863558,0.938332,-0.365433,1.7234,0.798703,-0.561528
0.000871713,0.000592689,-0.0736668,0.297397,1.45749,3.93538,-0.307695,1.14138,3.16813,-0.925358,1.05961,3.74383
0.000569716,0.000643201,-0.0160443,0.175108,1.2334,0.0319001,0.888419,0.914821,0.0177713,1.20309,0.199648,0.0300541
0.00064736,0.000628705,-0.00108083,0.151444,1.48508,3.21256,0.727941,1.04704,2.85332,1.29689,0.657384,3.14071
0.00078058,0.000612504,0.0207478,0.384999,2.9069,-0.354436,-0.153558,1.26594,-0.135317,-1.06461,2.70811,-0.352456
0.00071562,0.000620056,0.0159266,-0.124745,1.94847,-1.24195,-0.551357,1.14986,-0.816789,-1.42392,1.29344,-1.22672
0.000662818,0.000612932,0.030908,-0.129862,1.14584,-0.835872,-0.919257,0.883831,-0.9792,-1.11017,0.0727603,-0.816026
0.000837398,0.00064827,-0.00138793,-0.328077,1.42032,1.09426,-0.871341,0.931106,0.99955,-1.3708,0.40808,1.07351
0.00070481,0.000614011,0.0212161,-0.251697,0.709301,-1.19619,1.0897,0.662374,-2.84431,0.474448,-0.515675,-1.16129
0.000745866,0.000627524,0.0206629,-0.412663,1.33772,0.273275,-0.958876,0.840684,0.287521,-1.35515,0.224981,0.274027
0.00076929,0.000641888,0.00500102,-0.656877,1.51638,6.173,-0.535931,0.640943,3.16813,-1.32278,0.891455,5.969
