et,eta,theta,phi
372.861,1.94466,0.284143,-3.08651
288.037,1.26503,0.55015,-0.0979674
137.516,0.735811,0.893604,0.781346
114.822,-0.15781,1.72796,2.0017
96.7719,-1.40724,2.6614,-0.195468
93.5177,-0.257605,1.8256,-1.50437
72.9369,0.983253,0.715949,-1.83443
67.8533,-0.106695,1.67729,-0.0716477
61.586,-1.23089,2.57333,0.919581
52.925,2.79402,0.122197,1.12297
53.6452,-1.63194,2.75537,2.1663
51.4205,-2.89803,3.03144,2.39735
48.1786,-1.37471,2.64616,-2.39605
45.6127,1.12043,0.630524,2.15401
42.0172,-2.88007,3.02945,-1.69403
41.6979,-3.9435,3.10284,1.40842
40.9671,3.21604,0.0801844,-2.69961
40.0612,3.12336,0.0879614,-1.48756
39.6932,-1.62552,2.75294,-1.18328
38.8519,2.51224,0.161819,0.0980475
37.9589,-3.69247,3.09178,-0.976754
38.7176,-0.444193,2.00106,-3.11703
32.5886,-3.1297,3.05419,0.0856691
31.8093,-2.56454,2.98799,1.21985
31.3803,-3.36366,3.0724,-2.83008
30.4461,3.81654,0.0440004,0.810428
28.5964,3.47415,0.0619565,2.10198
29.3298,0.733689,0.895259,-3.03464
26.041,2.11254,0.240692,-1.85691
24.7915,3.49133,0.0609015,-0.330634
23.5776,-4.24048,3.11279,-2.41061
23.2835,2.18909,0.223108,2.14785
21.8603,4.18608,0.0304091,-1.77497
20.971,4.18635,0.030401,2.94558
20.4453,-4.35056,3.11579,0.18335
20.0043,1.70987,0.357907,0.972209
19.5315,-4.15546,3.11024,2.45493
18.4381,2.33507,0.193006,-0.824004
18.9414,0.670827,0.94527,-0.813556
18.2091,-2.10404,2.89887,-3.14078
13.7493,4.45208,0.0233077,1.6827
13.9894,-0.151844,1.72206,1.09259
12.05,4.67938,0.0185689,-0.572528
11.3076,-4.5623,3.12072,-1.31601
7.73001,-0.307396,1.87346,-2.28215
7.03568,-2.33555,2.94868,-0.421919
6.89062,4.76957,0.0169677,0.499754
6.46533,-4.85783,3.12606,1.265
6.10251,-2.20213,2.92135,-2.10267
5.70487,-4.92264,3.12703,2.69844
5.58909,-2.05824,2.88761,0.290674
5.32349,4.79467,0.0165471,-2.52286
5.19313,-3.32299,3.06953,0.841675
4.84502,2.96757,0.102766,2.74295
4.82374,-0.768556,2.27325,-0.765854
4.66359,-4.96667,3.12766,-0.465904
4.28046,-1.17659,2.54343,2.86158
3.24956,-5.01731,3.12835,-2.26141
3.06819,1.42213,0.473359,-2.44207
