pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
1.20172,-1,0.000648233,0.000745848,-0.0363279,-2.73643,2.31263,0
12.7652,1,0.000571137,0.000545315,-0.0147321,2.06368,-0.256046,0
