pos_x,pos_y,pos_z
-0.0410201,-0.0182093,0.192621
-0.0532333,-0.0241861,0.260627
-0.0653662,-0.0303182,0.328629
-0.0774171,-0.0366047,0.396628
-0.089385,-0.0430448,0.464624
-0.101269,-0.0496381,0.532618
-0.113068,-0.0563846,0.600608
-0.124784,-0.0632852,0.668596
-0.136418,-0.0703419,0.736581
-0.147975,-0.0775593,0.80456
-0.159464,-0.0849459,0.872533
-0.170882,-0.0925057,0.940499
-0.18221,-0.100226,1.00846
-0.193442,-0.108098,1.07642
-0.204572,-0.116116,1.14439
-0.215598,-0.124277,1.21235
-0.226517,-0.132578,1.28032
-0.237327,-0.141016,1.34829
-0.248027,-0.149589,1.41627
-0.258615,-0.158296,1.48425
-0.269089,-0.167135,1.55223
-0.0198196,0.0386866,-0.0259274
-0.19153,0.375017,-0.123743
-0.350825,0.714962,-0.221082
-0.497904,1.05845,-0.318003
-0.63292,1.40544,-0.41453
-0.755872,1.75592,-0.510637
-0.86655,2.11,-0.60622
-0.964568,2.46782,-0.70107
-1.04954,2.8296,-0.794798
-1.12223,3.1953,-0.886694
-1.19309,3.56236,-0.975231
-1.26581,3.92955,-1.06121
-1.34088,4.29614,-1.14696
-1.41698,4.66238,-1.23293
-1.49632,5.02764,-1.31917
-1.57744,5.39235,-1.40559
-1.66213,5.756,-1.49225
-1.75125,6.11824,-1.57956
-1.84159,6.48005,-1.66719
-1.93641,6.84078,-1.75411
-2.03548,7.20044,-1.84058
