et,eta,theta,phi
76.3274,0.038891,1.53192,-1.70762
45.8242,1.33269,0.515787,2.75111
44.3958,1.047,0.675112,1.22342
25.403,-1.1217,2.51182,1.75672
24.8313,-0.592534,2.13142,-0.771992
23.409,3.35554,0.0697527,1.11371
17.894,1.29967,0.53231,-0.986256
15.1122,0.9108,0.764807,2.07024
12.9109,0.626771,0.981441,0.0288691
9.72265,3.19861,0.0815928,3.11712
8.2682,3.33043,0.0715251,-0.924782
8.2738,2.2829,0.203272,-0.694612
8.51282,-0.836989,2.32432,-2.35645
8.28807,-1.01218,2.44442,0.167189
7.83082,-2.73213,3.01161,-1.35038
7.79578,-2.63585,2.99852,1.45147
7.81407,2.02323,0.262929,-1.77828
7.38173,4.17196,0.0308415,0.331876
7.35839,4.86112,0.0154833,2.64719
7.56187,-0.00567177,1.57647,2.61536
7.15816,-1.99212,2.87045,2.69631
5.84091,2.85081,0.115466,1.86871
5.82844,4.61691,0.0197659,1.48926
6.02325,0.984668,0.715021,-2.06658
5.31989,-3.88223,3.10039,-1.4988
5.13165,-4.2054,3.11177,-3.11014
5.01251,-3.98382,3.10437,0.837786
4.88214,4.20442,0.0298566,-2.88965
4.75456,2.41373,0.178487,-2.52156
4.07863,-1.57801,2.73454,-1.324
3.80413,2.02094,0.263526,2.43406
3.15409,2.55932,0.154407,0.15552
3.15416,-1.91008,2.84759,0.578111
3.06745,4.67411,0.0186672,-0.700908
