et,eta,theta,phi
126.051,1.4281,0.470644,-1.47903
113.587,0.849068,0.808502,1.38822
103.83,2.34345,0.191405,-3.02491
71.3327,-0.358103,1.92148,1.20322
58.7641,-3.60973,3.08749,-0.951186
37.8216,-1.04162,2.46311,-1.92932
23.0176,-0.867953,2.34666,2.02065
20.0376,2.49151,0.165193,0.600818
18.8353,2.42518,0.176465,2.33063
20.6452,-0.150867,1.72109,0.203503
18.9299,0.789121,0.852755,-0.50774
16.1587,-2.17647,2.91568,-2.48573
14.0667,1.58054,0.406057,0.419803
13.6475,-2.23551,2.92853,0.198614
12.8916,0.283487,1.29103,-1.76732
11.1547,3.28153,0.0751065,-2.79685
10.8212,-4.07022,3.10745,0.720421
10.5121,3.91797,0.0397574,-0.306333
10.5635,1.36911,0.498107,2.69473
9.92756,-1.83986,2.82655,-0.904813
10.0501,0.149991,1.42136,2.498
8.94413,-1.54024,2.71932,0.947874
7.65233,-3.98558,3.10443,2.40793
7.53442,4.22753,0.0291748,2.51025
7.37544,4.01558,0.0360612,1.33456
6.61425,2.35908,0.188455,-0.512818
6.504,2.24126,0.211853,1.51282
5.55944,3.97296,0.0376308,-1.689
5.17871,3.05233,0.0944274,-2.06043
5.03717,-3.15185,3.0561,0.295449
4.57414,-3.11193,3.05262,-2.17785
4.55496,-3.60158,3.08705,-2.847
3.96428,3.40952,0.06609,0.442592
3.94229,-4.83525,3.1257,-3.05576
3.91066,-4.58369,3.12116,-1.37352
3.80066,-2.52042,2.98109,1.11014
3.24018,-4.07771,3.1077,-0.22603
3.19743,-2.98891,3.04099,2.1657
