pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
20.4988,0.267782,1.9469,1,0.000991478,0.000711337,0.0197284,-7.52928,19.066,5.55504
2.29749,0.367332,1.0244,-1,0.000256511,0.000893535,0.0198935,1.1938,1.96298,0.86305
