et,eta,theta,phi
126.344,1.5034,0.437625,0.54096
126.666,-0.132186,1.7026,-2.429
81.7229,-0.293961,1.86061,-0.0449879
50.4583,-1.86041,2.83285,2.24496
39.0873,-0.869016,2.34742,1.05271
40.9892,-0.0820129,1.65272,-1.31005
38.1788,-0.137324,1.70769,2.50468
34.5152,2.21952,0.216473,-2.6753
31.6645,-2.19691,2.92021,1.12904
30.3809,-2.87431,3.0288,-2.87428
28.9792,-1.23415,2.57508,-1.86618
28.9199,1.23959,0.5636,-2.14181
28.1694,2.06933,0.251212,2.26755
25.4049,-4.13381,3.10955,-2.47584
25.1191,3.12013,0.0882453,0.806454
24.4058,3.26245,0.0765516,-1.78861
23.508,-3.07368,3.04916,-0.691019
23.1914,3.07048,0.0927315,-2.8496
23.1219,1.16817,0.602919,2.89048
22.3513,4.00875,0.0363083,2.17583
22.9596,-1.27435,2.59629,-3.0997
20.9894,-3.23496,3.06291,2.47017
20.7152,3.43305,0.064554,-0.508158
20.5463,-2.10273,2.89855,-0.934593
20.2938,-3.50782,3.08169,-1.54933
21.4573,0.970906,0.724091,-0.473535
20.1926,2.10571,0.242327,-1.14983
20.5618,0.302643,1.27267,0.895029
16.7446,4.56379,0.0208442,-1.64341
16.6783,-3.09904,3.05147,1.60839
16.2493,-2.84941,3.02596,0.239866
16.1383,4.40463,0.0244401,0.364394
15.7627,-1.23649,2.57634,-0.6167
14.5466,-3.90528,3.10133,0.73062
14.1354,1.87604,0.304027,1.38973
13.4247,4.20764,0.0297608,-2.76586
13.3295,0.732552,0.896146,1.75618
11.7177,3.04288,0.0953222,2.26626
10.5878,2.22323,0.215677,0.0117695
10.3461,-4.37869,3.11651,-0.475918
9.88947,-1.60928,2.74674,0.23129
8.39188,-4.75835,3.12443,1.01807
8.13464,-4.01001,3.10533,1.99427
7.48579,-2.06356,2.88894,-2.02932
7.37666,-0.836049,2.32363,1.97906
6.70756,0.333898,1.24293,-3.00321
6.1651,4.89064,0.015033,2.60157
5.74369,-4.14716,3.10998,2.97187
5.52941,-4.69533,3.12332,-1.64939
4.61307,3.9597,0.0381329,1.33587
4.01729,-5.0124,3.12828,-2.99858
3.68134,4.39487,0.0246796,-0.692907
3.60095,0.595009,1.00808,-1.72268
3.42056,2.21667,0.217086,-1.87768
