detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838954307,1,0.866927,-0.959163,1.41968,0.878256,-0.970517,1.40306,0.893596,-0.954666,1.40306,0.882071,-0.943513,1.41968,0.982533,-1.07497,1.58135,0.995211,-1.08768,1.56275,1.01254,-1.06977,1.56275,0.999642,-1.05729,1.58135
838954819,1,0.866927,-0.959163,1.45268,0.878397,-0.970654,1.43625,0.893738,-0.954803,1.43625,0.882071,-0.943513,1.45268,0.98114,-1.07362,1.6163,0.993976,-1.08648,1.59791,1.0113,-1.06858,1.59791,0.998249,-1.05594,1.6163
838953795,1,0.866927,-0.959163,1.38705,0.878113,-0.970379,1.37024,0.893453,-0.954527,1.37024,0.882071,-0.943513,1.38705,0.983909,-1.0763,1.54677,0.996427,-1.08885,1.52795,1.01375,-1.07095,1.52795,1.00102,-1.05862,1.54677
838953283,1,0.866927,-0.959163,1.3548,0.877968,-0.970239,1.3378,0.893308,-0.954387,1.3378,0.882071,-0.943513,1.3548,0.985269,-1.07762,1.51253,0.997624,-1.09001,1.4935,1.01495,-1.07211,1.4935,1.00238,-1.05994,1.51253
838955331,1,0.866926,-0.959163,1.48631,0.8786,-0.970876,1.46997,0.893952,-0.955012,1.46997,0.882071,-0.943514,1.48631,0.979933,-1.07223,1.65172,0.9929,-1.08524,1.63357,1.01013,-1.06744,1.63357,0.996927,-1.05467,1.65172
838954308,1,0.882374,-0.943201,1.41968,0.893898,-0.954354,1.40306,0.909239,-0.938502,1.40306,0.897518,-0.927551,1.41968,0.999944,-1.05698,1.58135,1.01284,-1.06946,1.56275,1.03017,-1.05156,1.56275,1.01705,-1.0393,1.58135
838954820,1,0.882374,-0.943201,1.45268,0.89404,-0.954491,1.43625,0.90938,-0.938639,1.43625,0.897519,-0.927551,1.45268,0.998551,-1.05563,1.6163,1.01161,-1.06827,1.59791,1.02893,-1.05036,1.59791,1.01566,-1.03795,1.6163
838953796,1,0.882374,-0.943201,1.38705,0.893755,-0.954215,1.37024,0.909095,-0.938364,1.37024,0.897519,-0.927551,1.38705,1.00132,-1.05831,1.54677,1.01406,-1.07064,1.52795,1.03138,-1.05273,1.52795,1.01843,-1.04063,1.54677
838953284,1,0.882374,-0.943201,1.3548,0.89361,-0.954075,1.3378,0.908951,-0.938224,1.3378,0.897519,-0.927551,1.3548,1.00268,-1.05963,1.51253,1.01525,-1.0718,1.4935,1.03258,-1.05389,1.4935,1.01979,-1.04195,1.51253
838955332,1,0.882374,-0.9432,1.48631,0.894256,-0.954698,1.46997,0.909609,-0.938834,1.46997,0.897519,-0.92755,1.48631,0.997231,-1.05435,1.65172,1.01043,-1.06713,1.63357,1.02765,-1.04933,1.63357,1.01423,-1.03679,1.65172
838954309,1,0.899555,-0.928722,1.41968,0.911274,-0.939675,1.40306,0.926051,-0.923297,1.40306,0.914144,-0.912553,1.41968,1.01914,-1.04042,1.58135,1.03225,-1.05268,1.56275,1.04894,-1.03418,1.56275,1.03562,-1.02216,1.58135
838954821,1,0.899555,-0.928722,1.45268,0.91142,-0.939807,1.43625,0.926197,-0.923429,1.43625,0.914144,-0.912553,1.45268,1.0177,-1.03912,1.6163,1.03097,-1.05153,1.59791,1.04766,-1.03303,1.59791,1.03418,-1.02086,1.6163
838953797,1,0.899555,-0.928722,1.38705,0.911126,-0.939541,1.37024,0.925903,-0.923164,1.37024,0.914144,-0.912553,1.38705,1.02056,-1.04171,1.54677,1.03351,-1.05381,1.52795,1.0502,-1.03531,1.52795,1.03704,-1.02344,1.54677
838953285,1,0.899555,-0.928722,1.3548,0.910976,-0.939406,1.3378,0.925753,-0.923029,1.3378,0.914144,-0.912553,1.3548,1.02196,-1.04297,1.51253,1.03474,-1.05493,1.4935,1.05143,-1.03643,1.4935,1.03844,-1.02471,1.51253
838955333,1,0.899554,-0.928723,1.48631,0.91163,-0.940021,1.46997,0.926419,-0.923631,1.46997,0.914143,-0.912554,1.48631,1.01644,-1.03777,1.65172,1.02985,-1.05032,1.63357,1.04645,-1.03193,1.63357,1.03281,-1.01963,1.65172
838954310,1,0.914435,-0.912231,1.41968,0.926342,-0.922974,1.40306,0.941119,-0.906597,1.40306,0.929024,-0.896062,1.41968,1.03591,-1.02183,1.58135,1.04923,-1.03386,1.56275,1.06592,-1.01536,1.56275,1.05239,-1.00357,1.58135
838954822,1,0.914435,-0.912231,1.45268,0.926488,-0.923106,1.43625,0.941265,-0.906729,1.43625,0.929024,-0.896062,1.45268,1.03447,-1.02054,1.6163,1.04796,-1.03271,1.59791,1.06465,-1.01421,1.59791,1.05095,-1.00227,1.6163
838953798,1,0.914435,-0.912231,1.38705,0.926194,-0.922841,1.37024,0.940971,-0.906463,1.37024,0.929024,-0.896062,1.38705,1.03733,-1.02312,1.54677,1.05049,-1.03499,1.52795,1.06718,-1.01649,1.52795,1.05381,-1.00485,1.54677
838953286,1,0.914435,-0.912231,1.3548,0.926044,-0.922706,1.3378,0.940822,-0.906329,1.3378,0.929024,-0.896062,1.3548,1.03873,-1.02438,1.51253,1.05173,-1.03611,1.4935,1.06842,-1.01761,1.4935,1.05521,-1.00612,1.51253
838955334,1,0.914436,-0.91223,1.48631,0.926711,-0.923306,1.46997,0.9415,-0.906916,1.46997,0.929025,-0.896061,1.48631,1.0331,-1.0193,1.65172,1.04674,-1.03161,1.63357,1.06333,-1.01322,1.63357,1.04948,-1.00116,1.65172
838954311,1,0.931099,-0.897161,1.41968,0.943194,-0.907697,1.40306,0.95739,-0.890814,1.40306,0.945115,-0.880493,1.41968,1.05451,-1.00462,1.58135,1.06804,-1.01641,1.56275,1.08408,-0.997336,1.56275,1.07034,-0.985786,1.58135
838954823,1,0.9311,-0.897161,1.45268,0.943345,-0.907824,1.43625,0.957541,-0.890941,1.43625,0.945115,-0.880493,1.45268,1.05302,-1.00337,1.6163,1.06673,-1.0153,1.59791,1.08276,-0.99623,1.59791,1.06886,-0.984539,1.6163
838953799,1,0.931099,-0.897161,1.38705,0.943041,-0.907569,1.37024,0.957238,-0.890686,1.37024,0.945115,-0.880492,1.38705,1.05597,-1.00585,1.54677,1.06934,-1.0175,1.52795,1.08537,-0.998425,1.52795,1.07181,-0.987019,1.54677
838953287,1,0.9311,-0.897161,1.3548,0.942887,-0.90744,1.3378,0.957083,-0.890556,1.3378,0.945115,-0.880493,1.3548,1.05742,-1.00707,1.51253,1.07061,-1.01857,1.4935,1.08665,-0.999497,1.4935,1.07326,-0.988236,1.51253
838955335,1,0.931099,-0.897162,1.48631,0.943562,-0.908031,1.46997,0.95777,-0.891134,1.46997,0.945114,-0.880493,1.48631,1.05172,-1.00206,1.65172,1.06557,-1.01414,1.63357,1.08151,-0.995177,1.63357,1.06745,-0.983357,1.65172
838954312,1,0.945395,-0.88016,1.41968,0.95767,-0.890481,1.40306,0.971866,-0.873598,1.40306,0.95941,-0.863491,1.41968,1.07062,-0.985454,1.58135,1.08436,-0.997003,1.56275,1.10039,-0.977933,1.56275,1.08645,-0.966624,1.58135
838954824,1,0.945395,-0.88016,1.45268,0.95782,-0.890608,1.43625,0.972017,-0.873724,1.43625,0.95941,-0.863491,1.45268,1.06914,-0.984206,1.6163,1.08304,-0.995898,1.59791,1.09908,-0.976827,1.59791,1.08497,-0.965376,1.6163
838953800,1,0.945395,-0.88016,1.38705,0.957517,-0.890353,1.37024,0.971713,-0.873469,1.37024,0.95941,-0.863491,1.38705,1.07209,-0.986686,1.54677,1.08565,-0.998093,1.52795,1.10169,-0.979022,1.52795,1.08792,-0.967856,1.54677
