et,eta,theta,phi
113.857,0.935447,0.747893,-0.901945
84.2582,-1.21566,2.56508,1.91208
68.8124,1.59832,0.399089,-2.6109
29.0036,1.79319,0.329834,1.6458
29.2349,-1.71931,2.78698,-2.87527
29.2598,-1.09446,2.4956,-0.196599
27.9378,-2.08449,2.89412,-0.849323
29.0707,-0.30957,1.87554,-1.38465
23.4953,0.385966,1.19407,0.348102
20.8446,1.99829,0.26949,0.137602
20.5644,2.8956,0.110419,-1.10231
20.1878,-3.65235,3.08974,2.85537
18.7988,3.20258,0.0812697,0.708292
17.4205,2.33379,0.193252,2.60192
18.6067,0.521685,1.07128,1.81576
17.0773,-1.7333,2.7918,0.516186
16.0928,-3.10556,3.05205,-0.501632
16.4215,0.311749,1.26398,-2.31542
14.5144,3.40988,0.0660661,2.63825
14.4147,1.11925,0.631218,2.76244
13.8639,4.18546,0.0304282,1.73053
13.5475,-3.2747,3.06597,0.559767
13.1937,-2.01504,2.87653,2.49517
12.7401,3.84369,0.0428224,-2.37272
12.2746,-4.32367,3.11509,1.99983
12.0862,-4.35082,3.1158,-2.6124
11.9448,-2.43,2.96597,1.41735
12.55,-0.711466,2.22887,2.9502
11.0725,4.29057,0.0273925,-0.131042
11.6966,-0.508492,2.05869,0.900307
10.785,-4.22581,3.11237,-1.3242
10.7644,-2.86144,3.02734,-1.58258
10.576,-4.40456,3.11715,0.448089
8.61666,3.95216,0.0384217,-1.24878
7.93673,3.09346,0.0906271,1.77135
7.58287,-1.44632,2.67914,-1.7277
6.74726,4.55562,0.0210151,3.00799
6.68656,2.04941,0.25621,-1.60706
6.60441,1.23376,0.566718,0.697531
6.41458,1.04532,0.676164,-1.79554
6.28418,4.8302,0.0159695,-1.9073
6.07123,4.455,0.0232396,0.89443
6.02868,-3.3058,3.06829,-2.38967
5.93577,-4.17434,3.11082,-0.375672
4.87152,-2.94993,3.037,2.34926
4.66296,-0.0548109,1.62558,-0.494451
4.18412,1.96023,0.279812,-0.679962
3.86896,2.995,0.0999895,-2.04643
3.37937,-4.80281,3.12518,2.80261
3.38464,0.438923,1.14532,-3.12244
