energy,eta,phi,time,detid,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
0.395175,-0.3915,2.39983,5.07973,1107313308,-1.38863,1.1652,-0.643638,-1.28179,1.28179,-0.643638,-1.28179,1.28179,-0.81364,-1.38863,1.1652,-0.81364,-2.21444,1.85814,-1.02641,-2.04407,2.04407,-1.02641,-2.04407,2.04407,-1.29751,-2.21444,1.85814,-1.29751
0.602802,-0.3915,-2.05076,27.2054,1107313329,-0.766091,-1.64289,-0.643638,-0.906363,-1.56987,-0.643638,-0.906363,-1.56987,-0.81364,-0.766091,-1.64289,-0.81364,-1.22168,-2.61991,-1.02641,-1.44538,-2.50346,-1.02641,-1.44538,-2.50346,-1.29751,-1.22168,-2.61991,-1.29751
1.75115,-0.4785,-0.916298,6.89746,1107313470,1.1652,-1.38863,-0.81364,1.03974,-1.4849,-0.81364,1.03974,-1.4849,-0.989805,1.1652,-1.38863,-0.989805,1.85814,-2.21444,-1.29751,1.65807,-2.36796,-1.29751,1.65807,-2.36796,-1.57844,1.85814,-2.21444,-1.57844
0.455899,-0.7395,0.305433,-24.1309,1107313796,1.7034,0.619989,-1.36601,1.75096,0.469168,-1.36601,1.75096,0.469168,-1.56891,1.7034,0.619989,-1.56891,2.71642,0.988695,-2.17838,2.79225,0.748181,-2.17838,2.79225,0.748181,-2.50194,2.71642,0.988695,-2.50194
-0.134882,-0.8265,3.09796,-24.1194,1107313956,-1.81273,2.73714e-07,-1.56891,-1.80583,0.15799,-1.56891,-1.80583,0.15799,-1.78368,-1.81273,2.73714e-07,-1.78368,-2.89075,4.36491e-07,-2.50194,-2.87975,0.251946,-2.50194,-2.87975,0.251946,-2.84444,-2.89075,4.36491e-07,-2.84444
0.484803,-0.9135,3.09796,-12.4185,1107314084,-1.81273,2.73714e-07,-1.78368,-1.80583,0.15799,-1.78368,-1.80583,0.15799,-2.01197,-1.81273,2.73714e-07,-2.01197,-2.89075,4.36491e-07,-2.84444,-2.87975,0.251946,-2.84444,-2.87975,0.251946,-3.20849,-2.89075,4.36491e-07,-3.20849
0.0713254,-1.0005,-2.83616,-23.6016,1107314216,-1.7034,-0.619989,-2.01197,-1.75096,-0.469168,-2.01197,-1.75096,-0.469168,-2.25549,-1.7034,-0.619989,-2.25549,-2.71642,-0.988695,-3.20849,-2.79225,-0.748182,-3.20849,-2.79225,-0.748182,-3.59684,-2.71642,-0.988695,-3.59684
1.87013,-1.0005,-0.829031,28.3022,1107314239,1.28179,-1.28179,-2.01197,1.1652,-1.38863,-2.01197,1.1652,-1.38863,-2.25549,1.28179,-1.28179,-2.25549,2.04407,-2.04407,-3.20849,1.85814,-2.21444,-3.20849,1.85814,-2.21444,-3.59684,2.04407,-2.04407,-3.59684
0.588826,-1.0875,1.09083,10.4791,1107314317,0.766091,1.64289,-2.2555,0.906363,1.56987,-2.2555,0.906363,1.56987,-2.5161,0.766091,1.64289,-2.5161,1.22168,2.61991,-3.59684,1.44538,2.50346,-3.59684,1.44538,2.50346,-4.01243,1.22168,2.61991,-4.01243
3.15099,-1.1745,1.7017,1.1623,1107314452,-0.314776,1.78519,-2.5161,-0.157989,1.80583,-2.5161,-0.157989,1.80583,-2.79577,-0.314776,1.78519,-2.79577,-0.501974,2.84683,-4.01243,-0.251946,2.87975,-4.01243,-0.251946,2.87975,-4.4584,-0.501974,2.84683,-4.4584
