pos_x,pos_y,pos_z
0.0204147,0.0317146,0.0415089
0.211427,0.336465,0.203009
0.397833,0.643654,0.364367
0.579635,0.953262,0.52562
0.756836,1.26527,0.686805
0.929425,1.57966,0.847963
1.09737,1.89643,1.00914
1.26061,2.21557,1.17041
1.41913,2.53706,1.33183
1.57299,2.86081,1.49352
1.72464,3.18551,1.65557
1.87721,3.50968,1.81772
2.03069,3.8335,1.97967
2.18474,4.15709,2.14147
2.34061,4.4798,2.30317
2.49711,4.80222,2.46479
2.65476,5.12406,2.6264
2.81399,5.44507,2.78805
2.97356,5.76592,2.94968
3.13424,6.08616,3.11138
3.29619,6.4057,3.27316
-0.0199306,-0.0411746,0.0110812
-0.117508,-0.229881,-0.0516132
-0.220863,-0.41514,-0.114431
-0.329966,-0.596959,-0.177409
-0.444713,-0.775389,-0.240574
-0.564868,-0.950568,-0.30393
-0.689971,-1.12278,-0.367441
-0.819182,-1.29255,-0.431008
-0.951024,-1.46082,-0.494415
-1.08285,-1.62928,-0.557244
-1.20995,-1.80098,-0.618702
-1.32177,-1.98255,-0.677459
-1.42035,-2.17267,-0.733903
-1.51354,-2.36641,-0.788951
-1.60598,-2.56086,-0.843171
-1.70044,-2.75427,-0.896933
-1.79686,-2.94659,-0.950498
-1.89347,-3.13879,-1.00406
-1.99056,-3.33068,-1.05773
-2.08778,-3.52238,-1.11173
-2.1857,-3.71357,-1.16604
