pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
28.7058,-1,0.000606467,0.000670028,0.0249728,1.00219,0.435156,0
11.0019,1,0.000723158,0.000596745,0.0248137,-2.02741,-0.290549,0
8.15153,-1,0.000728147,0.000585136,0.0248743,-2.4313,0.202059,0
1.26903,1,0.000758155,0.000551509,-0.0688335,0.777875,-1.71534,0
1.06019,1,0.000699605,0.000619493,-0.0686171,0.381708,-2.19715,0
34.7086,-1,0.000731583,0.000590158,0.0249165,1.0052,0.520044,0
1.06261,1,0.00101355,-0.000137075,-0.0691819,0.393974,-2.19589,0
