energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
123.982,0.740208,1.16925,0.748875,0.517714,1.00642,undefined,0.0138597,0.0546817,123.1,0
24.9648,-0.64208,-1.21663,-0.34346,-0.247144,-2.0564,undefined,0.0105755,0.0607156,24.847,0
19.8539,-0.610801,-1.22928,-0.24586,-0.178168,-2.03194,undefined,0.0156448,0.0644665,19.7041,0
15.8555,-0.989474,-0.94033,0.328933,0.238699,-2.38165,undefined,0.0239514,0.0947301,15.7421,0
10.8296,0.733527,1.13563,0.63983,0.457178,0.997293,undefined,0.0135221,0.124937,10.4316,0
9.86564,0.175556,-1.34584,-2.67362,-1.43009,-1.44109,undefined,0.0125906,0.0101908,9.6159,0
4.49968,0.535553,1.23675,0.903145,0.628021,1.16214,undefined,0.011809,0.113184,4.48919,0
2.82308,1.3463,-0.131951,-0.692074,-0.491568,-0.097698,undefined,0.00834127,0.0650821,2.81869,0
2.56694,-1.35103,0.0663726,-1.49756,-0.955132,3.0925,undefined,0.0109506,0.00733972,2.58413,0
3.80366,0.116941,-1.34477,-2.56486,-1.39805,-1.48405,undefined,0.00993827,0.0316738,3.66322,0
