et,eta,theta,phi
24.8689,-2.57677,2.98985,0.712573
24.3167,2.60143,0.148064,-2.3889
23.7103,-0.256592,1.82462,-2.56667
21.012,4.04942,0.0348615,2.34686
21.6297,-1.02711,2.45395,0.484403
19.9035,1.05328,0.671199,-2.0485
17.8563,-4.29118,3.11422,2.62686
16.9719,-3.11628,3.05301,-1.03259
16.9303,-3.93549,3.10253,0.492529
17.6095,1.00309,0.703024,1.08192
17.4875,1.18749,0.59205,-0.118066
16.4867,3.91925,0.0397066,-2.70135
15.9707,-4.10311,3.10855,-2.24333
16.0211,1.75065,0.343893,-1.07765
15.8784,-1.94179,2.85664,1.63326
16.265,0.606703,0.998216,2.56252
15.6912,-0.894311,2.3653,-0.814245
15.1105,-0.819823,2.31173,2.26391
14.4481,-1.82093,2.82063,-0.328205
13.7232,-1.59426,2.74092,-2.14064
13.1058,2.90754,0.109111,2.46731
12.6485,2.1998,0.22075,0.767185
11.3596,4.4727,0.0228318,0.862698
11.3555,1.86856,0.306276,2.36482
11.0549,3.09016,0.090927,-0.0568946
9.92028,-2.28546,2.93884,2.51302
9.86032,-4.283,3.11399,-0.903956
9.44235,4.34996,0.0258133,-1.38251
10.3157,0.465927,1.12087,-0.961695
9.19099,-3.16356,3.05709,2.29956
7.95718,-3.00832,3.04292,-2.17015
8.21218,-0.270829,1.83837,-1.78845
7.7657,-1.56285,2.7285,-3.07634
7.42857,4.61686,0.019767,-0.167475
6.03978,1.69834,0.361968,-2.7185
5.09999,-2.89434,3.03103,-3.00124
5.5595,0.292035,1.28283,1.65526
5.03653,0.245052,1.32816,0.30443
4.40938,3.23709,0.0785159,-1.67502
4.40273,2.60934,0.146901,1.58096
4.15775,-4.96712,3.12767,-2.88586
3.66906,-2.07877,2.89272,-1.06911
3.63295,-3.838,3.09853,1.59097
3.59831,-4.99341,3.12803,-1.61577
3.3659,-3.2771,3.06615,-0.104272
3.35243,4.91704,0.0146413,2.63083
3.351,-4.93829,3.12726,1.58262
3.32979,4.83446,0.0159016,-2.31347
3.38598,0.736244,0.893266,-2.89514
3.19213,-4.78785,3.12493,0.24928
