pos_x,pos_y,pos_z
0.0341327,0.0164512,-0.0786571
0.146202,0.0621241,-0.585378
0.262,0.0985436,-1.09118
0.380981,0.125487,-1.59621
0.502673,0.142968,-2.10059
0.626757,0.151334,-2.60441
0.753195,0.151419,-3.10766
0.882407,0.144654,-3.61022
1.01558,0.133494,-4.11178
1.15527,0.122368,-4.61163
1.30649,0.11891,-5.1084
1.46091,0.121383,-5.60429
1.60732,0.121228,-6.1023
1.74849,0.119392,-6.6017
1.88604,0.116434,-7.10205
2.02097,0.112371,-7.6031
2.15389,0.108654,-8.10467
2.28499,0.102795,-8.60674
2.41435,0.0967093,-9.10926
2.54197,0.0900946,-9.61224
2.66808,0.08239,-10.1156
