et,eta,theta,phi
159.913,-1.54922,2.72299,-1.22989
118.629,-0.95583,2.40746,2.51783
108.248,-1.80746,2.81635,1.40604
56.8916,0.0249172,1.54588,1.69401
40.6967,-2.72289,3.01041,-1.07287
34.6999,2.77874,0.124074,-2.62976
33.3137,1.0556,0.669757,-3.02311
34.236,-0.423427,1.98211,-0.883115
30.4113,-3.69259,3.09179,0.280603
31.5532,-0.412518,1.97209,-2.42442
29.7193,-1.08949,2.4926,0.028105
25.7864,0.563999,1.03452,0.601498
24.4899,-1.99926,2.87236,2.69428
20.4482,1.20717,0.581156,1.92158
19.1182,3.35261,0.0699571,0.431756
19.0962,1.6549,0.377669,-1.80384
16.2036,-2.60934,2.99469,0.430001
16.5844,-0.882794,2.3572,1.33283
15.5106,0.302371,1.27293,-1.57196
14.3086,-3.91588,3.10175,-1.8985
13.5122,1.98456,0.27317,-3.09235
13.1404,-3.18751,3.05909,1.46271
12.7957,3.16775,0.0841469,2.4472
12.3788,1.54976,0.418388,0.742666
12.2349,2.1522,0.231417,-0.518423
11.6433,3.44139,0.0640184,1.5157
11.6183,4.49626,0.0223003,-0.72585
11.3239,2.96107,0.103435,-0.763161
11.149,3.8529,0.0424299,-2.08156
10.3801,-3.80313,3.097,-0.826949
10.7676,1.04134,0.678654,-0.457249
10.1178,-4.44125,3.11803,1.16451
9.42003,-4.04476,3.10657,3.03685
8.96402,-2.40155,2.96093,-2.00167
8.83088,2.09636,0.24458,2.26566
8.29595,0.124723,1.4464,2.79126
7.52676,-4.97637,3.12779,-1.9676
7.23523,-2.98963,3.04106,-2.77122
7.17348,-1.24619,2.58151,-2.45688
6.82108,2.69904,0.134338,-1.64863
6.58396,4.32969,0.0263416,0.556215
6.4494,4.3253,0.0264575,2.87042
6.40266,-0.245403,1.81377,0.711805
6.16344,0.722948,0.903668,-2.31995
5.59946,2.347,0.190731,1.29357
5.20359,-1.94296,2.85697,-0.533224
5.10487,-4.32506,3.11513,2.21594
4.9504,-4.75518,3.12438,-0.695783
4.35199,-4.89188,3.12658,-2.97314
4.22764,-3.10162,3.0517,2.38652
3.73034,-0.646522,2.17648,-1.67538
3.38598,-4.83873,3.12576,0.282895
3.20222,4.43538,0.0237,1.61561
