pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
2.45112,1.374,-1.83491,1,0.000278448,0.00073248,0.0174499,-0.639871,-2.36613,4.53214
19.8304,-1.69983,1.46083,-1,0.000771384,0.000614552,-0.132854,2.17624,19.7106,-52.4542
