pos_x,pos_y,pos_z
0.0405382,-0.0236709,-0.125384
0.143206,-0.0732495,-0.432704
0.251073,-0.105644,-0.736354
0.36183,-0.11924,-1.03654
0.472783,-0.112376,-1.33355
0.580741,-0.0832806,-1.62774
0.681839,-0.029994,-1.91958
0.771258,0.0497526,-2.20967
0.84276,0.158719,-2.49884
0.887862,0.300409,-2.78822
0.894433,0.479459,-3.0795
0.881719,0.630831,-3.37887
0.881918,0.712166,-3.68643
0.89617,0.751691,-3.99762
0.923907,0.767347,-4.30979
0.964012,0.771622,-4.62126
1.01495,0.773827,-4.9309
1.07436,0.781647,-5.23799
1.13793,0.802701,-5.54223
1.19611,0.843611,-5.84449
1.2359,0.901025,-6.14786
