energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
45.9169,0.962343,0.955633,-1.47407,-0.9415,0.7819,undefined,0.0173103,0.0572475,45.4077,0
24.3487,0.133878,-1.38172,-0.434865,-0.308351,-1.47421,undefined,0.0144283,0.0187679,24.6221,0
24.2918,-0.030872,-1.36971,-0.917211,-0.627477,-1.59333,undefined,0.0154113,0.0654398,23.9931,0
19.2896,0.869328,1.04882,-1.79296,-1.08827,0.878702,undefined,0.0140668,0.0274609,18.681,0
11.1807,0.314494,-1.3201,0.901409,0.623128,-1.33692,undefined,0.0230062,0.0707562,10.9211,0
8.66817,0.0158922,-1.37024,0.356106,0.257028,-1.5592,undefined,0.0102749,0.0641058,8.48686,0
6.50754,0.0587533,-1.36844,-0.740255,-0.517097,-1.52789,undefined,0.00972501,0.0380588,6.26656,0
7.20538,-0.114337,-1.35613,-1.14368,-0.763875,-1.65491,undefined,0.0158741,0.0500346,7.07566,0
4.57862,0.336385,-1.32914,-0.11424,-0.0832272,-1.32292,undefined,0.0133777,0.028474,4.59084,0
4.80914,-0.0115478,-1.34986,-0.610306,-0.437974,-1.57935,undefined,0.0192593,0.10354,4.61242,0
4.31543,0.149379,-1.34212,-1.21618,-0.809311,-1.45995,undefined,0.0189283,0.0839834,4.27335,0
2.14336,-0.167283,-1.3543,0.0701565,0.0513893,-1.69369,undefined,0.01112,0.0109691,2.15588,0
3.1355,-0.544132,-1.23201,-1.45039,-0.934717,-1.9867,undefined,0.0119534,0.102355,3.08851,0
88.9913,0.951441,0.980531,-1.60071,-0.997658,0.800454,undefined,0.0197988,0.0497503,88.341,0
22.271,0.0342133,-1.3742,-0.827308,-0.570404,-1.5459,undefined,0.0185175,0.080705,22.0754,0
