et,eta,theta,phi
294.572,-0.965108,2.41365,0.793571
287.553,-0.38425,1.94593,-1.54461
229.806,1.73847,0.348022,2.77037
28.5844,0.614797,0.991428,-1.37851
23.4497,-1.18735,2.54947,-1.90411
23.0379,-0.196711,1.76625,-0.340444
15.2996,0.743239,0.887828,2.28668
10.7967,-1.94936,2.85876,0.210941
10.5438,-3.22309,3.06197,-0.501758
10.0872,1.26679,0.549232,-2.31327
9.44007,3.00752,0.0987475,2.79268
8.5918,-2.98433,3.04053,-1.61617
8.65534,1.84871,0.312317,0.666677
8.50486,0.736779,0.892849,0.939872
8.0323,3.84451,0.0427873,-2.69145
7.36867,1.8126,0.323606,-0.91362
6.70999,-3.46991,3.07937,0.611041
6.64326,0.989537,0.711835,-0.178584
5.95423,4.40545,0.0244201,1.17437
5.95219,4.10985,0.0328176,-1.507
5.45695,-3.09094,3.05074,2.53807
5.219,-3.12738,3.05398,-2.65124
5.27528,0.161771,1.40973,3.03005
4.54751,-0.953066,2.4056,-2.95068
3.92164,-3.94201,3.10278,-1.25141
3.90083,2.32515,0.194919,1.5517
3.81371,-1.4798,2.69386,1.95544
3.70636,3.85244,0.0424493,-0.522286
3.57965,-4.62948,3.12207,1.73478
3.23368,-4.39622,3.11695,2.86849
3.16788,3.13866,0.0866274,0.790016
3.19619,-1.37672,2.64711,-0.730729
