et,eta,theta,phi
145.309,-3.10274,3.0518,-2.36775
135.748,0.51597,1.07631,0.143812
105.431,-0.408779,1.96864,1.68382
50.4973,-0.893384,2.36465,-2.30675
42.5709,2.70701,0.133274,-2.22337
30.9778,1.22671,0.570515,-2.21874
31.7747,-0.685164,2.2079,2.77511
30.2783,-1.58308,2.73654,1.41169
28.8013,3.09609,0.0903899,0.676899
26.2552,-1.09371,2.49514,0.376849
23.8054,-2.65187,3.00079,0.330977
22.9068,1.88413,0.301616,2.0176
22.4672,3.83847,0.0430464,-1.42283
23.882,0.843608,0.812459,2.77382
22.3715,-1.91954,2.85032,-2.94722
23.1349,-1.10056,2.49926,-0.892713
21.0092,-2.59188,2.99211,2.10284
20.8626,3.12221,0.0880622,2.43917
20.1734,-2.43647,2.9671,-1.17523
19.8483,-3.77862,3.09589,0.214652
19.4777,2.24017,0.212083,-1.10459
18.4153,-3.87761,3.1002,-1.23344
18.1198,-3.35163,3.07157,2.92115
18.9965,0.846853,0.810105,-0.9061
19.2115,0.15408,1.41732,-1.7193
17.2508,1.13754,0.620506,1.34886
14.6191,3.17743,0.0833372,-0.589083
13.323,3.66785,0.0510515,-2.83618
12.4156,-3.28988,3.06711,1.30013
12.3937,4.4029,0.0244825,2.40434
12.3324,-4.41414,3.11738,-2.80531
11.606,4.23668,0.028909,-0.417261
11.0506,4.29726,0.02721,1.10178
10.7178,-4.13643,3.10964,2.13533
10.2951,0.0850365,1.48586,-2.80333
9.4134,-4.5869,3.12122,1.06821
9.37203,2.03836,0.259026,3.05323
8.81136,2.07033,0.250962,0.799995
8.71595,-0.107117,1.67771,0.873536
7.75344,1.57323,0.408952,-0.355261
6.87414,-0.162798,1.73288,-0.635852
6.5592,4.88347,0.0151411,-1.96626
6.55219,-4.73504,3.12403,-0.254483
5.98435,2.80045,0.121417,1.63206
5.43839,-1.68449,2.77469,-1.80918
4.00307,1.86404,0.30764,-2.36845
3.74994,-1.89108,2.84204,-0.226497
3.65996,4.88629,0.0150985,-2.96873
3.27638,-3.094,3.05101,-0.522423
3.03101,-2.19637,2.92009,1.02053
