energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
54.5038,1.33826,0.26625,0.752895,0.527037,0.196388,undefined,0.0148393,0.0960502,53.9562,0
13.523,-0.225937,1.3485,-0.417147,-0.300544,1.7368,undefined,0.02085,0.0603243,13.366,0
10.5115,1.31755,0.326282,0.875459,0.607008,0.242759,undefined,0.0145535,0.0467886,10.2321,0
7.3068,1.35652,0.2071,0.643167,0.453043,0.1515,undefined,0.00647364,0.00979306,7.17166,0
3.3252,-0.289329,1.33291,-0.336453,-0.24424,1.78455,undefined,0.0151461,0.0171747,3.3654,0
3.34949,1.35241,-0.0743778,0.836458,0.583823,-0.054941,undefined,0.0170321,0.0572172,3.34725,0
4.40087,-0.834416,-1.07509,-1.8173,-1.09983,-2.23082,undefined,0.0126391,0.00751428,4.37138,0
3.08043,-0.147483,-1.33573,-2.42611,-1.35303,-1.68076,undefined,0.0108417,0.00643741,3.08039,0
1.45656,-0.70361,-1.15858,-0.988224,-0.676303,-2.11657,undefined,0.00271482,0.00574373,1.46867,0
1.13846,0.966665,-0.956797,-0.428298,-0.309914,-0.780268,undefined,0.00254052,0.00241387,1.15432,0
1.8397,-0.293095,-1.31212,-2.07024,-1.21666,-1.79056,undefined,0.00279275,0.00160849,1.84938,0
