et,eta,theta,phi
61.03,-1.33274,2.62583,-0.44327
39.1805,1.20149,0.584282,-2.94889
30.3934,-2.16058,2.91209,1.51342
30.4224,-0.4946,2.04638,-1.22175
26.4284,-0.257321,1.82532,-2.4089
22.5177,1.17925,0.596662,1.47356
21.0756,-3.23352,3.0628,2.49172
18.447,3.06403,0.0933301,-2.23167
17.3273,2.56343,0.153776,1.34909
19.0088,-0.211208,1.78045,0.0760209
16.9831,4.11217,0.0327415,1.39143
15.8435,-3.60923,3.08746,1.22031
16.9317,-0.389245,1.95057,1.61409
14.9501,4.11356,0.032696,2.77309
14.0986,-2.50656,2.97886,0.048544
14.2294,-1.39022,2.65348,-3.07901
13.5665,-3.17479,3.05804,-2.37826
14.6482,-0.22588,1.79478,2.69594
12.806,1.65851,0.37634,0.446544
12.2764,3.7955,0.044936,-1.58083
11.9255,-1.51849,2.71032,2.27355
11.4581,2.44864,0.172394,-1.297
11.5526,0.917908,0.759898,-1.88738
11.0141,-1.99816,2.87207,-1.34266
9.48221,-2.1862,2.91785,-2.42562
9.40165,-3.1807,3.05853,-0.656899
9.28896,1.35976,0.502593,-0.692978
8.67697,4.19248,0.0302151,0.112723
8.4263,-4.32519,3.11513,0.172785
8.45691,1.75169,0.343542,2.22677
8.53894,-1.0821,2.48812,-1.89042
8.35078,-3.81995,3.09774,-1.55088
7.58137,-4.43091,3.11779,-2.50615
6.59009,2.40691,0.179701,-0.379439
6.4058,-2.65285,3.00092,0.745689
6.37304,3.09134,0.0908197,2.24146
6.30993,-4.58509,3.12119,2.61733
5.94686,4.45856,0.0231571,-2.32991
5.19269,-1.43936,2.67603,1.12665
4.33877,4.64509,0.0192168,-0.912215
4.27456,-2.07562,2.89194,2.76289
3.9688,1.74605,0.345447,-1.70531
3.79272,3.1379,0.0866932,-3.05481
3.9952,0.604247,1.00028,2.18409
3.59992,0.42182,1.16096,-0.810227
3.38501,3.2019,0.0813245,-0.143714
3.27737,-4.76504,3.12455,-0.778547
3.04688,-4.83216,3.12565,1.17846
3.1821,-0.806847,2.30211,0.624335
