pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
27.3777,0.481549,-0.578504,-1,0.000698348,0.000639833,-0.0307662,22.9228,-14.9693,13.6992
70.9451,1.13845,3.01799,1,0.000704186,0.000667989,-0.0307526,-70.4038,8.74677,99.3798
