et,eta,theta,phi
91.3378,1.18278,0.594683,3.04309
46.8799,0.362369,1.21611,-0.551333
40.2479,-0.530619,2.07814,0.297548
26.638,1.62655,0.388262,-1.59007
22.2181,2.0512,0.255757,2.52037
22.2923,-1.66987,2.76941,0.920908
22.6599,-0.950725,2.40403,1.76903
16.0396,4.55368,0.0210559,-0.49649
16.0991,0.461284,1.12505,1.85348
15.1141,-2.0659,2.88953,-0.453535
14.8947,1.73812,0.348141,-0.380983
14.6826,-2.12588,2.90406,-2.42546
14.4405,3.82811,0.0434945,-1.46998
14.1323,-3.24202,3.06346,-2.40639
13.3455,-4.30207,3.11451,0.308499
14.0002,-0.650554,2.17979,-2.46858
12.5403,-3.03202,3.04523,0.194414
12.1005,-3.06811,3.04864,-1.27207
12.352,1.42559,0.471785,1.57283
12.1515,-0.0190532,1.58985,-1.57988
12.3607,-0.0267127,1.59751,2.73059
10.4338,-3.07661,3.04943,2.47422
9.92749,4.04701,0.0349456,2.95622
9.92708,-4.35149,3.11582,-2.30022
10.3842,0.328182,1.24835,0.837857
9.42345,-0.989684,2.42985,-1.01193
8.47365,2.38984,0.182778,1.09764
8.24147,-2.6468,3.00007,1.49612
7.71264,-1.95712,2.86092,2.60727
7.6199,-4.10924,3.10876,-0.859161
7.72668,1.25479,0.555528,0.467159
7.45552,-4.61057,3.1217,2.96022
7.37684,4.09762,0.0332214,0.679544
6.68382,4.36351,0.0254658,-2.49102
6.37898,2.98926,0.100565,-2.46314
5.97581,4.05078,0.034814,1.82529
5.81268,2.90831,0.109028,-0.0955683
5.16106,-4.25854,3.11331,1.96712
5.07351,-2.00897,2.87493,-1.43571
4.95544,2.75517,0.127026,-1.35806
3.9791,2.9532,0.10425,2.20284
3.74412,2.2286,0.214531,-2.75416
3.71245,-2.86209,3.02742,-3.07182
3.71165,1.00158,0.704001,-2.25139
3.18083,-3.58843,3.08632,1.05302
3.14852,-4.7709,3.12465,1.04427
