detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838959795,1,-1.26429,0.270394,1.80898,-1.28225,0.273253,1.79421,-1.28535,0.251377,1.79421,-1.26734,0.248831,1.80898,-1.40563,0.292907,1.98905,-1.42544,0.296058,1.97277,-1.42889,0.271676,1.97277,-1.40903,0.268868,1.98905
838960307,1,-1.26429,0.270395,1.8594,-1.28259,0.273317,1.84468,-1.28568,0.251426,1.84468,-1.26734,0.248832,1.8594,-1.40391,0.292507,2.04086,-1.42395,0.295706,2.02474,-1.42737,0.271463,2.02474,-1.40729,0.268623,2.04086
838959283,1,-1.26429,0.270394,1.77121,-1.2821,0.273231,1.75626,-1.28519,0.251356,1.75626,-1.26734,0.248831,1.77121,-1.40749,0.293168,1.94979,-1.42712,0.296296,1.9333,-1.43057,0.271914,1.9333,-1.41088,0.26913,1.94979
838958771,1,-1.26429,0.270394,1.73393,-1.28195,0.273209,1.71879,-1.28504,0.251334,1.71879,-1.26734,0.248831,1.73393,-1.40932,0.293428,1.91098,-1.42879,0.296532,1.89429,-1.43223,0.272149,1.89429,-1.41272,0.26939,1.91098
838960819,1,-1.26429,0.270395,1.89852,-1.28273,0.273337,1.88398,-1.28583,0.251446,1.88398,-1.26734,0.248832,1.89852,-1.40216,0.292258,2.08135,-1.42234,0.295479,2.06543,-1.42577,0.271236,2.06543,-1.40553,0.268374,2.08135
838959796,1,-1.2674,0.248396,1.80898,-1.28541,0.250943,1.79421,-1.2885,0.229067,1.79421,-1.27045,0.226833,1.80898,-1.4091,0.268433,1.98905,-1.42895,0.271241,1.97277,-1.4324,0.246859,1.97277,-1.41249,0.244395,1.98905
838960308,1,-1.2674,0.248395,1.8594,-1.28575,0.250989,1.84468,-1.28884,0.229098,1.84468,-1.27045,0.226832,1.8594,-1.40735,0.268186,2.04086,-1.42744,0.271026,2.02474,-1.43086,0.246783,2.02474,-1.41073,0.244302,2.04086
838959284,1,-1.2674,0.248396,1.77121,-1.28526,0.250921,1.75626,-1.28835,0.229046,1.75626,-1.27045,0.226833,1.77121,-1.41095,0.268695,1.94979,-1.43063,0.271479,1.9333,-1.43408,0.247097,1.9333,-1.41435,0.244657,1.94979
838958772,1,-1.2674,0.248396,1.73393,-1.2851,0.250899,1.71879,-1.28819,0.229024,1.71879,-1.27045,0.226833,1.73393,-1.41278,0.268955,1.91098,-1.4323,0.271714,1.89429,-1.43574,0.247332,1.89429,-1.41618,0.244916,1.91098
838960820,1,-1.2674,0.248395,1.89852,-1.28589,0.251009,1.88398,-1.28898,0.229118,1.88398,-1.27045,0.226832,1.89852,-1.40559,0.267937,2.08135,-1.42583,0.2708,2.06543,-1.42926,0.246557,2.06543,-1.40897,0.244053,2.08135
838959797,1,-1.27367,0.221589,1.80898,-1.29172,0.223822,1.79421,-1.29405,0.201853,1.79421,-1.27597,0.199933,1.80898,-1.41571,0.239188,1.98905,-1.43561,0.241651,1.97277,-1.43821,0.217164,1.97277,-1.41827,0.215046,1.98905
838960309,1,-1.27367,0.221589,1.8594,-1.29206,0.223875,1.84468,-1.29439,0.20189,1.84468,-1.27597,0.199933,1.8594,-1.41397,0.238848,2.04086,-1.4341,0.24135,2.02474,-1.43669,0.217003,2.02474,-1.41652,0.214861,2.04086
838959285,1,-1.27367,0.221588,1.77121,-1.29157,0.223806,1.75626,-1.2939,0.201837,1.75626,-1.27597,0.199932,1.77121,-1.41757,0.239385,1.94979,-1.4373,0.241831,1.9333,-1.4399,0.217343,1.9333,-1.42013,0.215243,1.94979
838958773,1,-1.27367,0.221589,1.73393,-1.29141,0.223789,1.71879,-1.29374,0.20182,1.71879,-1.27597,0.199932,1.73393,-1.41941,0.239581,1.91098,-1.43897,0.242008,1.89429,-1.44157,0.217521,1.89429,-1.42197,0.215439,1.91098
838960821,1,-1.27367,0.221589,1.89852,-1.2922,0.22389,1.88398,-1.29453,0.201905,1.88398,-1.27597,0.199933,1.89852,-1.41221,0.23866,2.08135,-1.4325,0.241179,2.06543,-1.43508,0.216833,2.06543,-1.41476,0.214674,2.08135
838959798,1,-1.27602,0.199496,1.80898,-1.2941,0.201416,1.79421,-1.29643,0.179447,1.79421,-1.27832,0.17784,1.80898,-1.41832,0.214609,1.98905,-1.43826,0.216727,1.97277,-1.44086,0.19224,1.97277,-1.42088,0.190467,1.98905
838960310,1,-1.27602,0.199495,1.8594,-1.29444,0.201451,1.84468,-1.29677,0.179466,1.84468,-1.27832,0.177839,1.8594,-1.41657,0.214422,2.04086,-1.43674,0.216565,2.02474,-1.43932,0.192218,2.02474,-1.41911,0.190435,2.04086
838959286,1,-1.27602,0.199496,1.77121,-1.29395,0.2014,1.75626,-1.29628,0.179431,1.75626,-1.27832,0.17784,1.77121,-1.42018,0.214807,1.94979,-1.43995,0.216907,1.9333,-1.44255,0.192419,1.9333,-1.42274,0.190665,1.94979
838958774,1,-1.27602,0.199496,1.73393,-1.29379,0.201383,1.71879,-1.29612,0.179414,1.71879,-1.27832,0.17784,1.73393,-1.42202,0.215003,1.91098,-1.44162,0.217084,1.89429,-1.44422,0.192597,1.89429,-1.42458,0.190861,1.91098
838960822,1,-1.27602,0.199495,1.89852,-1.29458,0.201466,1.88398,-1.29691,0.179481,1.88398,-1.27832,0.177839,1.89852,-1.4148,0.214235,2.08135,-1.43513,0.216394,2.06543,-1.43771,0.192047,2.06543,-1.41735,0.190248,2.08135
838959799,1,-1.28064,0.177514,1.80898,-1.29876,0.179116,1.79421,-1.30032,0.157078,1.79421,-1.28218,0.155791,1.80898,-1.42321,0.190142,1.98905,-1.44318,0.191908,1.97277,-1.44493,0.167345,1.97277,-1.42493,0.165925,1.98905
838960311,1,-1.28064,0.177515,1.8594,-1.2991,0.179157,1.84468,-1.30066,0.157104,1.84468,-1.28218,0.155792,1.8594,-1.42146,0.189862,2.04086,-1.44167,0.19166,2.02474,-1.4434,0.167238,2.02474,-1.42317,0.165801,2.04086
838959287,1,-1.28064,0.177514,1.77121,-1.2986,0.179105,1.75626,-1.30017,0.157067,1.75626,-1.28218,0.15579,1.77121,-1.42507,0.190274,1.94979,-1.44488,0.192029,1.9333,-1.44662,0.167465,1.9333,-1.42679,0.166057,1.94979
