pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
1.44532,1,0.000652629,0.000763585,0.0492636,-2.75911,2.15054,0
1.00952,-1,0.00104375,0.000848136,0.0346737,2.12552,-2.16678,0
1.85386,1,0.0010881,-1.25269e-05,-0.0498577,-2.59978,2.42003,0
1.20243,-1,0.000519539,0.000452305,-0.0240968,2.38375,-2.38652,0
2.45272,1,0.00264653,-0.00189203,-0.00606441,-2.48551,1.58685,0
1.10924,1,0.000346851,0.00121161,-0.0470336,-2.59368,-2.14829,0
