isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000710793,0.000654055,0.0595827,1.7369e-05,1.8876e-05,2.11425e-05,90.0183,128.818
1,0,0.000711171,0.000669159,-0.0398304,2.12967e-05,1.95426e-05,2.29152e-05,77.2547,101.515
1,0,0.000726056,0.000663649,0.0492141,2.22106e-05,2.17441e-05,2.53145e-05,62.6776,90.107
1,0,0.000674332,0.000669098,0.0341908,4.18649e-05,6.25637e-05,5.21069e-05,19.1468,28.6367
1,0,0.000701139,0.000610895,0.0651177,3.90983e-05,3.32948e-05,3.79771e-05,68.3771,70.7413
1,0,0.000698293,0.000633878,-0.0106308,4.06111e-05,4.15501e-05,5.43179e-05,26.1987,33.4239
1,0,0.000752415,0.000696459,-0.0237545,3.59492e-05,4.07126e-05,6.42243e-05,16.8014,26.2369
1,0,0.000697464,0.000611623,-0.0288235,4.66611e-05,4.51827e-05,7.118e-05,25.9093,33.1277
1,0,0.000674658,0.000687495,-0.0572068,5.19857e-05,4.40922e-05,6.60956e-05,36.1313,47.1273
1,0,0.000701586,0.000629486,-0.00377916,3.9977e-05,5.31735e-05,6.5577e-05,20.2933,31.9161
1,0,0.000811424,0.000615415,0.0144399,4.50186e-05,4.87581e-05,5.97041e-05,38.415,46.2658
1,0,0.000718933,0.00057661,-0.0326644,5.19965e-05,5.57234e-05,7.98123e-05,26.1751,37.3339
1,0,0.000699126,0.000735476,-0.0271391,5.30542e-05,5.62978e-05,6.74169e-05,20.3397,19.9002
1,0,0.000707106,0.000735205,0.0230088,7.74752e-05,9.09734e-05,0.000111602,9.42895,18.4611
1,0,0.000935415,0.000650598,-0.0211428,0.000148488,0.000135578,0.000251795,6.77562,7.33922
1,0,0.00086452,0.000885026,-0.0249679,0.000130583,0.00013787,0.000175921,8.17283,10.2596
1,0,0.000744547,0.000681077,0.0398005,0.000125964,0.000236436,0.000194484,0.51336,2.90027
1,0,0.000826,0.00033047,-0.0679944,0.000179714,0.000196291,0.000361593,1.2685,2.87051
