energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
34.6652,-1.11192,0.7923,1.3804,0.889164,2.52249,undefined,0.0181426,0.0520547,34.7143,0
34.2325,0.413848,-1.26185,2.38668,1.34909,-1.25388,undefined,0.0224194,0.147811,32.6773,0
31.0641,0.475397,-1.2493,2.66961,1.44237,-1.20718,undefined,0.0187398,0.138493,28.7459,0
17.4778,-1.11949,0.775201,1.5408,0.971396,2.53595,undefined,0.0189339,0.111275,16.9349,0
11.5414,0.340923,-1.32469,-0.880568,-0.605982,-1.3189,undefined,0.0153177,0.0315313,11.3504,0
20.6674,1.07036,-0.792954,2.46348,1.37415,-0.637606,undefined,0.0174106,0.117098,19.3487,0
12.5415,-1.13666,0.756246,1.24648,0.818503,2.55452,undefined,0.00905712,0.0118803,12.3526,0
18.2302,-0.590744,1.1976,2.15889,1.2578,2.02905,undefined,0.0143472,0.0650507,17.1117,0
9.07235,-0.528689,1.23123,2.48151,1.37539,1.97639,undefined,0.0101605,0.010598,9.03297,0
4.67489,-0.786882,1.08653,-2.447,-1.36205,2.19759,undefined,0.0176918,0.0543844,4.52204,0
2.40729,-1.28271,-0.453491,-0.933909,-0.641521,-2.80177,undefined,0.00780587,0.00706636,2.43962,0
2.21839,-0.948435,0.967327,-0.998599,-0.682818,2.34633,undefined,0.0164596,0.0402733,2.21354,0
2.35714,0.664502,1.18033,1.45701,0.933873,1.05804,undefined,0.0136703,0.00984272,2.35571,0
1.67698,0.0998344,-1.36531,-0.466042,-0.334181,-1.4978,undefined,0.0130444,0.00694212,1.67943,0
1.09876,-1.06458,0.839696,0.0399212,0.0294388,2.47374,undefined,0.000883251,0.00245023,1.113,0
12.7365,0.695984,1.17606,0.117242,0.0856883,1.03643,undefined,0.0187588,0.0580616,12.574,0
