detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838897823,1,-1.10557,0.66763,-2.10248,-1.12173,0.678509,-2.08876,-1.10938,0.69686,-2.08876,-1.09341,0.685695,-2.10248,-1.21404,0.740656,-2.29171,-1.23162,0.752489,-2.27678,-1.21802,0.772685,-2.27678,-1.20065,0.760541,-2.29171
838897311,1,-1.10557,0.66763,-2.06045,-1.12163,0.678439,-2.04655,-1.10927,0.69679,-2.04655,-1.09341,0.685695,-2.06045,-1.21546,0.741609,-2.24849,-1.23292,0.753367,-2.23337,-1.21932,0.773562,-2.23337,-1.20207,0.761495,-2.24849
838898335,1,-1.10557,0.66763,-2.14506,-1.12183,0.678578,-2.13152,-1.10948,0.696929,-2.13152,-1.09341,0.685695,-2.14506,-1.21262,0.739697,-2.33546,-1.2303,0.751605,-2.32073,-1.21671,0.771801,-2.32073,-1.19923,0.759582,-2.33546
838898847,1,-1.10557,0.66763,-2.18821,-1.12193,0.678646,-2.17484,-1.10958,0.696997,-2.17484,-1.09341,0.685695,-2.18821,-1.21118,0.738732,-2.37977,-1.22898,0.750714,-2.36523,-1.21538,0.770909,-2.36523,-1.19779,0.758617,-2.37977
838896799,1,-1.10557,0.667629,-2.01894,-1.1214,0.678287,-2.00495,-1.10906,0.696627,-2.00495,-1.09341,0.685695,-2.01894,-1.21686,0.742556,-2.20576,-1.2342,0.754227,-2.19045,-1.22053,0.774537,-2.19045,-1.20339,0.762566,-2.20576
838897824,1,-1.11798,0.649197,-2.10248,-1.13433,0.659791,-2.08876,-1.12198,0.678142,-2.08876,-1.10582,0.667262,-2.10248,-1.22768,0.720403,-2.29171,-1.24546,0.731926,-2.27678,-1.23186,0.752122,-2.27678,-1.21429,0.740289,-2.29171
838897312,1,-1.11798,0.649197,-2.06045,-1.13423,0.659721,-2.04655,-1.12187,0.678072,-2.04655,-1.10582,0.667262,-2.06045,-1.22909,0.721357,-2.24849,-1.24676,0.732803,-2.23337,-1.23317,0.752999,-2.23337,-1.2157,0.741242,-2.24849
838898336,1,-1.11798,0.649197,-2.14506,-1.13443,0.65986,-2.13152,-1.12208,0.67821,-2.13152,-1.10582,0.667262,-2.14506,-1.22625,0.719444,-2.33546,-1.24415,0.731042,-2.32073,-1.23055,0.751237,-2.32073,-1.21286,0.739329,-2.33546
838898848,1,-1.11798,0.649197,-2.18821,-1.13454,0.659928,-2.17484,-1.12218,0.678279,-2.17484,-1.10582,0.667262,-2.18821,-1.22482,0.718479,-2.37977,-1.24282,0.73015,-2.36523,-1.22923,0.750346,-2.36523,-1.21143,0.738364,-2.37977
838896800,1,-1.11798,0.649198,-2.01894,-1.134,0.659582,-2.00495,-1.12165,0.677921,-2.00495,-1.10582,0.667263,-2.01894,-1.23058,0.722181,-2.20576,-1.24812,0.733551,-2.19045,-1.23445,0.753861,-2.19045,-1.21711,0.742191,-2.20576
