et,eta,theta,phi
55.4022,0.542089,1.05346,-2.66784
42.6737,1.67931,0.36877,-0.0096086
30.9874,-2.17784,2.91598,3.06283
30.2191,-3.76133,3.0951,0.161421
26.0382,-2.2845,2.93864,-1.74237
26.3502,0.410437,1.17142,-0.317466
22.3486,-3.4888,3.08054,1.59192
20.4098,-2.17416,2.91516,1.1548
19.6447,-3.99275,3.1047,-1.24502
19.2181,-3.0504,3.04698,-2.51645
16.1908,-1.18106,2.54595,1.94426
16.742,-0.676544,2.20095,-0.955659
14.1754,3.72198,0.0483628,0.544484
13.8244,3.06097,0.0936161,-2.94069
14.109,1.04512,0.67629,-1.58757
12.9698,4.31642,0.0266936,2.83736
11.6349,-3.98473,3.1044,2.78054
11.9631,0.606278,0.998574,2.3959
11.7699,-0.227757,1.79661,-2.16523
10.4784,1.64749,0.380411,2.93585
10.7465,-0.544335,2.09008,0.85384
9.83797,3.8925,0.0407831,1.82266
9.81156,2.31016,0.197842,-1.89034
9.03851,-4.26597,3.11352,1.14451
8.8588,3.7975,0.0448459,-1.20456
8.80729,-1.31656,2.61779,-2.59603
8.587,2.62047,0.145282,2.40464
8.39936,1.89784,0.297568,0.912691
8.20804,2.80903,0.120382,1.319
8.06572,-2.13155,2.90539,-0.529909
7.8814,1.47285,0.450752,1.79229
6.79064,-1.27404,2.59613,-0.491663
6.6042,-3.01578,3.04366,-0.764479
5.85491,4.37049,0.0252886,-0.263685
5.66786,-2.88331,3.02981,0.345048
4.96162,2.81773,0.119341,-0.941695
4.87256,4.05494,0.0346695,-2.15788
4.85148,2.60794,0.147106,0.260795
4.58665,-0.537392,2.08405,2.42798
4.16009,-3.99986,3.10496,-2.25388
3.7365,-4.87735,3.12636,-0.106441
3.4422,-3.0181,3.04388,-1.784
3.31617,-2.30636,2.943,1.94541
3.25146,4.64329,0.0192514,1.06689
