pos_x,pos_y,pos_z
-0.0312148,-0.0390814,-0.0775557
-0.23035,-0.282526,-0.559201
-0.432466,-0.523368,-1.04072
-0.637536,-0.761578,-1.52213
-0.845534,-0.997127,-2.00346
-1.05644,-1.22998,-2.48475
-1.27026,-1.46006,-2.96601
-1.48703,-1.68727,-3.44728
-1.70685,-1.91144,-3.92859
-1.92993,-2.13227,-4.40999
-2.1566,-2.34931,-4.89155
-2.38537,-2.56421,-5.37315
-2.61305,-2.78035,-5.85467
-2.83937,-2.99792,-6.33613
-3.06464,-3.21658,-6.81756
-3.28921,-3.43596,-7.29897
-3.51192,-3.65708,-7.78041
-3.73269,-3.87998,-8.26189
-3.95302,-4.10317,-8.74343
-4.17154,-4.32678,-9.2256
-4.38941,-4.55051,-9.708
0.0243593,0.0342022,0.0328347
0.229182,0.329413,0.315269
0.430357,0.62691,0.597583
0.627892,0.926652,0.879816
0.821796,1.22859,1.16201
1.01208,1.53267,1.44424
1.19874,1.83881,1.72656
1.38176,2.14694,2.00907
1.56115,2.45694,2.29192
1.73698,2.76855,2.57531
1.91133,3.08029,2.85953
2.08623,3.39138,3.14409
2.2614,3.7026,3.42833
2.43687,4.01388,3.71233
2.61367,4.32452,3.99615
2.79103,4.63496,4.27982
2.96922,4.94501,4.56338
3.14849,5.25448,4.84688
3.32799,5.56388,5.13029
3.50824,5.87288,5.41366
3.6893,6.18142,5.69701
