et,eta,theta,phi
79.0043,-2.71318,3.00914,3.06714
58.3307,-1.33337,2.62614,-0.0304715
44.0336,-0.822346,2.31359,2.27851
39.8352,0.411843,1.17012,-2.30009
34.6479,1.62841,0.387559,-3.06454
31.7355,2.75247,0.127368,2.97111
33.7609,-0.114038,1.68459,0.319881
29.8661,0.899797,0.772455,-0.342717
28.2852,-1.06257,2.47615,1.12071
26.646,2.96489,0.103041,0.553637
29.5346,0.361507,1.21692,1.39136
27.5994,-0.799434,2.29658,-2.67937
25.732,2.60297,0.147836,-0.57439
24.5313,-2.64408,2.99969,-0.965277
22.1026,1.12055,0.630456,-1.5353
21.0551,1.35948,0.502725,2.1152
21.7982,-0.770044,2.27438,-1.10973
19.864,-2.32061,2.94579,0.654082
19.6668,-2.06238,2.88865,1.93347
18.4473,3.58699,0.0553491,-1.46962
17.8447,-2.42596,2.96526,-2.17366
16.6882,-3.37337,3.07307,2.03763
16.1962,2.96036,0.103508,1.84715
16.0835,1.55991,0.414281,0.849786
14.246,4.19606,0.0301073,-0.102599
14.1151,2.58897,0.149913,-2.21486
13.1318,4.4246,0.023957,1.01936
13.048,-3.10819,3.05229,1.16168
13.0014,-3.89618,3.10096,-2.91479
12.1169,3.74869,0.0470883,3.09574
12.0306,-4.11921,3.10908,0.466852
11.7073,-3.10994,3.05244,0.0640912
10.4362,-1.78948,2.81056,3.02077
9.50734,4.44116,0.0235635,2.15139
9.38923,-3.68519,3.09142,-1.4792
8.27361,-4.1273,3.10934,-0.685519
7.65589,2.03506,0.259874,-1.36194
8.06025,0.20191,1.37024,2.43273
7.39267,0.0509171,1.5199,-0.831144
6.56071,2.18781,0.223391,2.24967
5.83491,-4.56942,3.12087,-1.93351
5.75645,-1.58418,2.73697,-1.57564
5.57488,4.73578,0.0175508,-2.17734
5.40319,4.9961,0.0135284,3.0246
5.32396,-4.45537,3.11836,2.42271
5.02836,2.00221,0.268448,0.00550036
4.81457,4.90539,0.0148128,-0.642009
4.66525,2.0342,0.260095,1.43635
4.00638,-4.54313,3.12031,1.47735
3.43039,-0.458691,2.0142,-1.78002
3.00743,3.39563,0.0670135,-2.41899
