pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
6.46016,-1,0.000588179,0.00232187,-0.0554354,-3.0726,1.54434,0
13.746,-1,0.000708504,0.000604359,-0.0356028,0.121787,1.09198,0
3.45749,-1,0.000675615,0.000614986,-0.0307397,1.23911,-0.141176,0
