pt,charge,pos_x,pos_y,pos_z,phi,eta
6.46016,-1,0.000588179,0.00232187,-0.0554354,-3.0726,1.54434
13.746,-1,0.000708504,0.000604359,-0.0356028,0.121787,1.09198
3.45749,-1,0.000675615,0.000614986,-0.0307397,1.23911,-0.141176
