et,eta,theta,phi
69.4392,0.831559,0.821243,1.48741
57.6721,1.30528,0.529466,-3.13642
54.8255,0.998415,0.706055,0.138016
52.8079,-1.89737,2.84388,-1.34857
53.9688,-1.30188,2.61041,-0.212851
51.1292,-1.28304,2.60078,-3.12559
45.4937,1.24547,0.560465,-1.69987
46.812,-0.334544,1.89927,-2.27031
40.2274,2.93156,0.106526,-1.5138
39.6967,-2.98224,3.04032,2.6745
39.0355,-2.75731,3.01484,1.40998
37.4582,-3.3054,3.06826,-0.550903
37.416,2.40462,0.18011,2.04571
37.483,-0.446529,2.00319,-1.08068
34.4732,3.11902,0.0883431,0.560087
34.8841,-1.30705,2.61302,2.0545
31.5655,-1.41513,2.66503,0.906691
33.4101,0.155039,1.41637,2.69007
28.9192,-2.3256,2.94676,-0.125656
28.0056,-2.86978,3.02829,-1.88562
24.9458,-3.52594,3.08276,0.584113
24.7321,2.18862,0.223211,-2.33896
24.3479,4.24052,0.0287983,-1.43343
25.5202,-0.35449,1.91809,1.42698
25.3687,-0.048715,1.61949,0.218768
22.742,3.48811,0.061098,1.55391
22.5519,3.15951,0.0848418,-2.77015
20.3592,-3.30572,3.06828,-2.78384
19.8017,-2.13078,2.90521,-2.60526
18.6291,-3.82629,3.09802,1.83342
18.5345,1.89324,0.298921,-0.685764
18.4717,1.37797,0.493887,2.18107
17.7808,-4.08087,3.10781,-1.79828
16.0479,-2.11252,2.9009,1.97897
14.9848,-4.15994,3.11038,2.77889
14.8022,4.44898,0.0233799,-0.00968307
14.7496,4.86574,0.015412,-2.3177
14.7409,2.03789,0.259145,1.12468
15.656,0.414706,1.16749,-1.66626
14.1866,2.20509,0.219595,0.251921
13.4682,-4.29572,3.11434,-0.536384
13.2583,-4.45358,3.11832,0.801494
12.4042,4.44841,0.0233932,2.47869
11.5997,3.51092,0.059721,-0.381264
10.1763,4.32141,0.0265608,1.0102
10.1271,3.14321,0.0862344,2.64543
8.51454,-4.55127,3.12049,-2.57667
8.43787,0.520817,1.07204,-0.710294
6.94653,-4.80232,3.12517,2.05291
7.12367,0.624493,0.983337,-2.50912
6.30715,0.254597,1.31891,0.856117
5.60185,-1.18211,2.54653,-1.98933
5.44676,4.06646,0.0342725,-2.74798
5.18744,-2.05811,2.88758,2.76052
3.55088,2.25908,0.208138,2.9049
3.16484,-4.92586,3.12708,-1.2751
3.03991,2.56813,0.153057,-0.647433
