pos_x,pos_y,pos_z
-0.270491,-0.022983,0.553512
-0.475775,-0.050721,1.0171
-0.679093,-0.0852896,1.48038
-0.880271,-0.126391,1.94345
-1.07918,-0.173693,2.40644
-1.27573,-0.226828,2.86944
-1.46992,-0.285429,3.33252
-1.66182,-0.349184,3.7957
-1.85163,-0.417851,4.25893
-2.03974,-0.491458,4.72205
-2.22678,-0.570466,5.18471
-2.415,-0.661409,5.64487
-2.60383,-0.7665,6.10238
-2.79202,-0.880419,6.55868
-2.98053,-0.996704,7.01445
-3.16985,-1.11187,7.47006
-3.36309,-1.21537,7.92598
-3.55839,-1.31297,8.38203
-3.75451,-1.40759,8.83823
-3.95382,-1.49082,9.295
-4.15357,-1.57158,9.752
0.0435765,0.00592061,0.0215323
0.358939,0.0498576,0.442611
0.672425,0.101986,0.862999
0.983888,0.162284,1.28281
1.29317,0.230754,1.70214
1.60011,0.307465,2.12111
1.90448,0.392641,2.53981
2.20599,0.486758,2.95834
2.50421,0.590617,3.3768
2.79858,0.705426,3.79529
3.08827,0.833198,4.2139
3.37508,0.96971,4.6324
3.66291,1.10476,5.05054
3.95193,1.23716,5.46849
4.24205,1.36678,5.88633
4.53322,1.49381,6.30408
4.82477,1.61666,6.72259
5.11656,1.73715,7.14151
5.40916,1.85478,7.56056
5.70293,1.9662,7.98031
5.99706,2.07551,8.40033
0.0121851,0.0346718,-0.0358325
0.11506,0.435565,-0.0946095
0.158645,0.783389,-0.144549
0.163174,1.09616,-0.189157
0.138551,1.38273,-0.230046
0.0900479,1.64781,-0.267962
0.0204166,1.89391,-0.303157
-0.0692024,2.12209,-0.335496
-0.178941,2.33234,-0.364438
-0.309854,2.52387,-0.388898
-0.464262,2.69492,-0.40687
-0.64527,2.84216,-0.420845
-0.858021,2.95985,-0.436363
-1.1123,3.03864,-0.455144
-1.40711,3.07925,-0.47835
-1.7132,3.10893,-0.504432
-2.01741,3.13995,-0.532685
-2.31893,3.173,-0.563352
-2.58585,3.23832,-0.592092
-2.83779,3.31761,-0.620003
-3.08909,3.39737,-0.648573
